relationship_id,traveler_id_1,traveler_id_2,relationship_type,verified
14198,129475,49526,Other,1
14199,3171,129904,Grandchild,1
14200,49137,73842,Parent,1
14201,10140,54486,Child,1
14202,124379,2762,Spouse,1
14203,110556,21436,Spouse,1
14204,60209,132487,Child,1
14205,138047,80516,Spouse,0
14206,21896,10620,Sibling,1
14207,93588,39806,Sibling,1
14208,2003,122039,Parent,1
14209,84433,52,Spouse,1
14210,27345,89313,Spouse,1
14211,61345,31935,Child,1
14212,65982,92695,Sibling,0
14213,87612,144542,Child,1
14214,115359,72032,Spouse,0
14215,46102,131136,Sibling,1
14216,65216,103649,Sibling,1
14217,17046,96819,Sibling,1
14218,95657,35689,Sibling,1
14219,100747,11453,Spouse,1
14220,139694,31185,Other,0
14221,35745,52099,Parent,1
14222,64341,41282,Other,0
14223,143666,29140,Spouse,1
14224,26500,69438,Spouse,0
14225,75963,63716,Spouse,1
14226,145725,114656,Parent,1
14227,15948,79714,Sibling,1
14228,145429,91933,Child,1
14229,136651,99967,Parent,1
14230,124616,22958,Grandchild,1
14231,129539,55660,Spouse,0
14232,120932,144407,Parent,1
14233,59133,102518,Spouse,1
14234,118609,1455,Child,1
14235,58095,99928,Spouse,0
14236,131026,30265,Sibling,1
14237,131559,60991,Child,1
14238,53261,83212,Other,0
14239,63218,114529,Sibling,1
14240,138125,41846,Spouse,1
14241,26930,29067,Spouse,1
14242,11615,46258,Spouse,1
14243,116586,120021,Sibling,1
14244,37994,80003,Sibling,0
14245,121582,16574,Other,1
14246,53421,53299,Sibling,1
14247,58259,5671,Spouse,0
14248,19816,145376,Spouse,0
14249,10324,69787,Sibling,1
14250,148465,95307,Sibling,1
14251,83864,101015,Sibling,1
14252,431,93721,Spouse,1
14253,57595,119464,Spouse,1
14254,144418,59093,Spouse,0
14255,39476,48030,Parent,1
14256,96246,106851,Parent,0
14257,119473,56562,Parent,1
14258,46828,61126,Spouse,1
14259,129222,90463,Spouse,1
14260,107944,119724,Sibling,0
14261,147155,47206,Parent,1
14262,46483,137788,Spouse,1
14263,145002,106178,Child,1
14264,58778,105178,Parent,1
14265,11945,28528,Other,1
14266,15973,108439,Child,1
14267,130176,55192,Spouse,0
14268,10813,119707,Spouse,1
14269,85797,55673,Spouse,1
14270,5396,88452,Spouse,1
14271,68591,31442,Parent,1
14272,8613,65813,Parent,1
14273,56254,5043,Spouse,1
14274,46780,141981,Spouse,1
14275,70741,40390,Other,0
14276,114143,114091,Sibling,1
14277,96833,68984,Child,1
14278,8275,13190,Parent,1
14279,130023,61441,Child,1
14280,73508,114069,Other,0
14281,105821,91215,Other,1
14282,22387,43358,Spouse,0
14283,69256,121304,Sibling,1
14284,73942,52312,Other,1
14285,11569,113819,Parent,1
14286,123502,88290,Parent,1
14287,13200,135323,Spouse,1
14288,133563,129784,Parent,0
14289,29550,27156,Spouse,1
14290,82293,94719,Child,1
14291,44444,131798,Child,0
14292,6731,26779,Parent,1
14293,65641,110074,Spouse,1
14294,132428,91237,Spouse,0
14295,73618,142881,Spouse,1
14296,127697,45358,Spouse,0
14297,89762,4437,Spouse,0
14298,27976,96718,Spouse,1
14299,77957,6299,Parent,0
14300,88335,7839,Sibling,1
14301,33928,57720,Sibling,0
14302,124589,50862,Spouse,1
14303,29207,101072,Child,0
14304,95034,86122,Sibling,1
14305,7202,91420,Sibling,1
14306,94205,42307,Child,0
14307,81565,45973,Sibling,0
14308,61628,70143,Other,1
14309,99039,83320,Sibling,1
14310,68222,127996,Parent,1
14311,66482,146719,Spouse,0
14312,60552,127443,Spouse,1
14313,72907,101094,Parent,1
14314,9643,3169,Parent,1
14315,141021,137048,Child,0
14316,109627,20834,Other,1
14317,113343,69609,Parent,1
14318,126268,67103,Child,1
14319,115372,59046,Sibling,0
14320,126882,120293,Spouse,0
14321,91619,122207,Spouse,0
14322,137461,6263,Sibling,1
14323,6697,146635,Child,1
14324,53478,73589,Other,1
14325,103309,141885,Sibling,1
14326,16942,135789,Spouse,1
14327,122667,46168,Sibling,1
14328,41368,3717,Spouse,1
14329,96770,81531,Sibling,1
14330,104336,59268,Other,1
14331,8837,74828,Other,1
14332,131831,132257,Spouse,1
14333,64129,35575,Sibling,1
14334,39984,108321,Spouse,1
14335,30224,71115,Parent,1
14336,91748,57463,Other,1
14337,40838,103544,Spouse,1
14338,6106,63301,Spouse,1
14339,86612,112509,Spouse,1
14340,73489,12415,Child,1
14341,804,114681,Parent,1
14342,18991,147540,Spouse,1
14343,33929,143852,Grandchild,0
14344,44518,43281,Child,1
14345,68327,121565,Spouse,1
14346,140319,70930,Spouse,1
14347,121298,146130,Spouse,1
14348,74322,130441,Other,1
14349,79149,137618,Spouse,1
14350,42266,115405,Spouse,0
14351,56600,97459,Spouse,1
14352,12049,3251,Sibling,1
14353,47676,24577,Other,1
14354,98411,3479,Spouse,0
14355,387,1209,Child,0
14356,117508,15016,Parent,1
14357,32759,108742,Child,1
14358,92475,80395,Other,1
14359,28071,45331,Other,1
14360,122924,11482,Spouse,0
14361,64242,149282,Grandchild,1
14362,9057,99006,Child,1
14363,6657,2583,Parent,1
14364,47210,64713,Parent,1
14365,65082,115006,Spouse,1
14366,8914,36002,Parent,1
14367,7991,151,Sibling,0
14368,86571,98521,Child,1
14369,121431,134675,Child,0
14370,59265,115191,Spouse,1
14371,36393,65545,Spouse,1
14372,57681,149780,Child,1
14373,94048,69772,Grandparent,1
14374,140129,46875,Spouse,0
14375,4371,40318,Spouse,1
14376,106814,36497,Child,1
14377,97249,50916,Spouse,1
14378,88111,27111,Spouse,1
14379,38128,21424,Spouse,1
14380,18221,133012,Grandchild,1
14381,133282,41723,Child,1
14382,58249,60,Spouse,0
14383,10276,57772,Parent,1
14384,24650,72739,Child,1
14385,149238,44689,Child,0
14386,36629,106427,Spouse,1
14387,115597,76821,Other,1
14388,102454,105920,Parent,1
14389,6991,140860,Child,1
14390,16121,101178,Child,1
14391,37253,134417,Sibling,0
14392,68662,39309,Child,0
14393,60214,145114,Spouse,1
14394,69166,62816,Spouse,1
14395,98099,132569,Spouse,1
14396,147804,111795,Parent,0
14397,80243,133418,Parent,1
14398,46489,104741,Parent,0
14399,4358,119873,Spouse,0
14400,138415,94021,Spouse,0
14401,75516,32738,Parent,1
14402,4727,17367,Sibling,1
14403,122698,120157,Grandparent,0
14404,59872,144745,Spouse,0
14405,104423,8208,Child,0
14406,91447,1015,Spouse,1
14407,79439,90841,Parent,1
14408,89986,13081,Spouse,0
14409,138460,20719,Child,1
14410,94671,56443,Child,1
14411,15000,120054,Parent,1
14412,25108,53831,Parent,1
14413,129560,112732,Spouse,1
14414,133976,133733,Spouse,1
14415,91357,136712,Sibling,1
14416,66920,40048,Other,1
14417,143078,10942,Sibling,1
14418,75028,40033,Sibling,0
14419,55235,117617,Sibling,1
14420,42039,51872,Parent,1
14421,73816,122382,Grandparent,1
14422,66184,78710,Spouse,1
14423,103132,141475,Spouse,1
14424,127338,142576,Sibling,1
14425,112519,123104,Other,1
14426,146330,13172,Sibling,1
14427,19617,75400,Spouse,0
14428,52520,27948,Spouse,0
14429,14063,34698,Grandchild,0
14430,55013,12822,Sibling,1
14431,39608,74484,Spouse,1
14432,8949,62501,Child,1
14433,90320,111425,Sibling,0
14434,50422,69471,Parent,1
14435,24744,60527,Other,1
14436,112144,138435,Spouse,1
14437,4578,55478,Spouse,1
14438,83805,140685,Spouse,1
14439,19629,131313,Spouse,1
14440,108067,54801,Sibling,1
14441,74405,110555,Parent,1
14442,55588,109116,Spouse,1
14443,111383,137478,Spouse,1
14444,63400,112494,Parent,1
14445,111069,56903,Sibling,1
14446,20659,91050,Sibling,1
14447,95958,122909,Spouse,1
14448,132998,119889,Sibling,1
14449,48751,119318,Child,0
14450,90346,122917,Spouse,1
14451,114780,57468,Child,1
14452,109365,37435,Sibling,1
14453,82250,47807,Other,1
14454,26222,129935,Parent,1
14455,107777,96361,Parent,1
14456,62117,32744,Spouse,1
14457,81070,72756,Spouse,1
14458,112696,69214,Sibling,1
14459,17049,26331,Parent,0
14460,136228,109659,Spouse,1
14461,22841,6764,Other,1
14462,70327,44377,Spouse,0
14463,99131,83815,Parent,1
14464,127249,51703,Spouse,1
14465,148789,48820,Spouse,0
14466,22639,117345,Other,1
14467,147722,89495,Child,1
14468,38849,44946,Other,1
14469,144790,51461,Spouse,1
14470,90397,94654,Spouse,0
14471,73779,109526,Spouse,0
14472,115665,48046,Parent,1
14473,32664,54695,Spouse,0
14474,99875,120446,Spouse,1
14475,129466,146534,Spouse,1
14476,59502,42986,Sibling,0
14477,131501,57597,Child,0
14478,89216,58864,Spouse,0
14479,122707,38299,Child,0
14480,77412,36683,Spouse,1
14481,14394,52011,Sibling,1
14482,24334,48270,Sibling,0
14483,9766,119274,Spouse,1
14484,21795,9238,Spouse,0
14485,49147,25376,Parent,1
14486,107730,117085,Spouse,1
14487,107789,37473,Parent,1
14488,128198,12045,Parent,0
14489,88659,42165,Spouse,1
14490,118622,91768,Sibling,1
14491,42728,45783,Other,1
14492,86471,40059,Parent,1
14493,16992,46647,Sibling,1
14494,31480,53678,Sibling,1
14495,75960,9590,Spouse,1
14496,73975,124703,Parent,1
14497,28096,75264,Sibling,0
14498,137500,98136,Spouse,1
14499,142994,88853,Spouse,1
14500,63752,48020,Parent,1
14501,23305,26934,Child,1
14502,80661,10252,Spouse,1
14503,74599,42816,Spouse,1
14504,129090,94427,Sibling,1
14505,86540,116773,Child,0
14506,59544,21176,Spouse,1
14507,122216,131307,Parent,1
14508,109110,144198,Other,1
14509,97175,37154,Parent,1
14510,126714,145597,Spouse,1
14511,125073,3730,Spouse,0
14512,47207,85481,Sibling,0
14513,115795,113421,Sibling,0
14514,60771,141354,Sibling,1
14515,56226,1456,Spouse,1
14516,51899,61904,Spouse,1
14517,83625,68578,Parent,1
14518,59504,117854,Child,1
14519,98420,61929,Other,0
14520,103304,32269,Spouse,1
14521,139012,134984,Spouse,1
14522,89040,111288,Spouse,1
14523,45552,36621,Grandparent,1
14524,17786,106394,Parent,1
14525,89960,93316,Child,1
14526,143665,138954,Parent,1
14527,1449,110637,Spouse,1
14528,64111,107783,Spouse,1
14529,134697,121857,Sibling,1
14530,62772,55599,Child,0
14531,41659,43505,Sibling,0
14532,138124,116751,Spouse,1
14533,96510,141774,Parent,0
14534,86239,138949,Sibling,1
14535,27730,127694,Child,0
14536,110911,101927,Grandchild,1
14537,100382,114137,Spouse,1
14538,47039,85147,Child,1
14539,62099,121193,Spouse,1
14540,25276,81673,Grandparent,1
14541,116809,139224,Spouse,1
14542,61379,41262,Other,1
14543,78132,84109,Parent,0
14544,149032,139929,Parent,0
14545,135772,41492,Other,0
14546,52576,92773,Spouse,1
14547,5481,108519,Other,1
14548,134452,85030,Spouse,1
14549,21361,100510,Other,1
14550,112870,113166,Parent,1
14551,61038,50298,Parent,1
14552,79210,48012,Parent,1
14553,78187,69264,Spouse,0
14554,103453,125050,Parent,1
14555,71339,93298,Other,1
14556,22748,14006,Spouse,1
14557,146719,121024,Spouse,1
14558,100512,103017,Sibling,1
14559,774,57240,Parent,1
14560,77381,48435,Sibling,0
14561,58766,118854,Grandchild,1
14562,73616,94000,Sibling,1
14563,33639,74362,Child,1
14564,145692,98694,Spouse,1
14565,125814,100166,Spouse,1
14566,105159,135587,Sibling,0
14567,17967,10366,Sibling,0
14568,147681,88544,Spouse,1
14569,145696,20592,Sibling,1
14570,88259,68059,Spouse,1
14571,39159,3505,Parent,1
14572,95500,117825,Parent,1
14573,69312,73764,Parent,0
14574,127514,78587,Parent,1
14575,133838,118547,Spouse,1
14576,142584,72976,Spouse,1
14577,69433,91629,Child,1
14578,92089,37606,Spouse,1
14579,37617,86682,Spouse,0
14580,65215,137027,Grandchild,0
14581,141444,33904,Child,1
14582,98196,135915,Sibling,1
14583,95748,39774,Child,1
14584,31676,18484,Spouse,1
14585,42233,113508,Other,0
14586,108661,60691,Other,0
14587,89916,123854,Spouse,1
14588,147713,58082,Spouse,1
14589,127021,53978,Other,1
14590,56280,51297,Sibling,0
14591,121421,43752,Parent,1
14592,142774,126631,Spouse,0
14593,140147,134320,Other,1
14594,143446,24359,Grandparent,1
14595,123627,95324,Other,1
14596,59030,34495,Other,0
14597,103668,54518,Parent,1
14598,68743,64010,Parent,0
14599,83261,117293,Child,0
14600,114774,140224,Spouse,1
14601,25500,101291,Child,1
14602,77322,101592,Spouse,1
14603,11846,23932,Child,1
14604,49397,147611,Sibling,1
14605,118355,34108,Parent,1
14606,103116,45661,Child,0
14607,81294,137747,Child,1
14608,134124,149006,Spouse,1
14609,53078,130247,Other,1
14610,29474,89063,Child,1
14611,70400,94541,Child,1
14612,25239,140681,Sibling,0
14613,104933,36026,Spouse,1
14614,3261,116456,Spouse,0
14615,48335,39815,Sibling,1
14616,137189,145288,Sibling,1
14617,78403,64747,Child,1
14618,14850,33759,Sibling,1
14619,76832,54725,Other,1
14620,131374,90417,Other,1
14621,69927,32757,Spouse,1
14622,65768,35129,Parent,1
14623,40117,103443,Child,1
14624,140808,10041,Child,1
14625,139713,87686,Sibling,1
14626,81972,50024,Other,0
14627,37611,70033,Parent,1
14628,144234,40787,Parent,1
14629,23887,120123,Other,1
14630,25958,82952,Parent,1
14631,11901,142807,Sibling,1
14632,109699,146652,Grandchild,1
14633,91620,45937,Sibling,1
14634,15021,111315,Other,1
14635,77425,73124,Child,1
14636,4251,25949,Spouse,1
14637,142863,44899,Sibling,1
14638,39812,41795,Other,0
14639,39706,90764,Other,0
14640,83874,21003,Spouse,0
14641,107379,134250,Other,1
14642,41694,77164,Parent,0
14643,57090,18190,Spouse,0
14644,42200,58541,Spouse,0
14645,70052,35803,Child,0
14646,17606,60257,Sibling,1
14647,14049,42453,Parent,1
14648,12565,105987,Sibling,1
14649,71092,91603,Parent,0
14650,56421,98681,Child,1
14651,69203,115189,Parent,1
14652,64233,55142,Parent,1
14653,107166,56551,Sibling,1
14654,38787,59140,Sibling,1
14655,45280,63289,Grandparent,1
14656,42602,148827,Other,1
14657,39134,30503,Other,0
14658,97376,31083,Parent,1
14659,6006,29405,Parent,1
14660,86406,119453,Spouse,0
14661,66619,124512,Child,1
14662,55943,121100,Spouse,0
14663,59979,143659,Sibling,1
14664,64228,58747,Parent,1
14665,49854,44470,Other,1
14666,81860,18579,Sibling,1
14667,84186,31738,Spouse,1
14668,29074,78999,Child,1
14669,71408,145605,Spouse,1
14670,9218,7408,Spouse,1
14671,23201,16181,Parent,1
14672,44560,123032,Parent,0
14673,17949,39817,Other,0
14674,53192,46341,Other,0
14675,128409,141884,Child,1
14676,35501,6639,Sibling,1
14677,145243,36621,Spouse,1
14678,100040,95366,Child,0
14679,128331,99632,Other,1
14680,66855,121709,Spouse,0
14681,64079,126776,Sibling,1
14682,10192,48510,Grandchild,1
14683,8265,20603,Spouse,1
14684,74402,112550,Spouse,1
14685,7121,141855,Parent,0
14686,145421,99301,Sibling,1
14687,9332,133164,Sibling,0
14688,8407,109939,Sibling,1
14689,103207,138131,Child,1
14690,113851,21297,Spouse,1
14691,87848,116554,Child,1
14692,5086,121344,Parent,0
14693,50472,56882,Spouse,1
14694,145057,38193,Grandparent,1
14695,90698,138614,Sibling,1
14696,74996,122448,Child,1
14697,95321,28310,Child,0
14698,86124,101084,Parent,1
14699,74497,142682,Parent,1
14700,62571,8767,Spouse,1
14701,35064,33010,Spouse,0
14702,139591,47734,Spouse,0
14703,31879,75709,Other,1
14704,101741,37577,Sibling,1
14705,29410,128535,Spouse,0
14706,81268,15839,Child,1
14707,113242,49906,Sibling,1
14708,85111,147065,Child,0
14709,18193,147780,Child,1
14710,93376,125513,Spouse,1
14711,142076,1065,Sibling,1
14712,84725,31988,Spouse,1
14713,21019,78577,Spouse,0
14714,138681,51186,Grandchild,0
14715,144102,12878,Spouse,1
14716,80344,138161,Spouse,1
14717,74891,71088,Spouse,1
14718,40643,101649,Grandparent,0
14719,5799,113353,Child,1
14720,69057,40580,Other,0
14721,25286,128043,Sibling,0
14722,142306,59402,Spouse,1
14723,133676,134530,Spouse,1
14724,149407,100357,Sibling,1
14725,86441,8147,Sibling,0
14726,139572,83482,Parent,1
14727,80954,17749,Sibling,1
14728,38743,68729,Spouse,1
14729,115270,121889,Child,1
14730,116917,132084,Child,1
14731,131965,93649,Sibling,1
14732,82618,7099,Sibling,1
14733,59531,149007,Grandchild,0
14734,102227,10065,Sibling,1
14735,116479,114101,Grandchild,0
14736,26380,88365,Child,1
14737,73076,72645,Child,1
14738,108496,43626,Child,0
14739,47939,84830,Sibling,1
14740,41437,145672,Other,0
14741,21704,69427,Sibling,0
14742,26019,133202,Grandchild,1
14743,3015,139960,Child,1
14744,94629,52330,Spouse,0
14745,127162,110170,Sibling,1
14746,47579,131132,Child,0
14747,116839,2464,Spouse,1
14748,30466,52540,Grandparent,0
14749,144517,140447,Other,1
14750,72471,130512,Spouse,0
14751,68416,138275,Child,1
14752,147049,43325,Parent,1
14753,37336,3614,Parent,1
14754,117748,72139,Other,0
14755,30781,92733,Child,1
14756,108535,26060,Child,1
14757,7016,12955,Spouse,1
14758,33232,107674,Sibling,0
14759,77502,136319,Spouse,0
14760,116797,94658,Sibling,1
14761,83013,40546,Parent,1
14762,17682,45251,Parent,1
14763,9480,5832,Spouse,1
14764,133937,90191,Spouse,0
14765,139801,54357,Sibling,1
14766,55564,121102,Parent,1
14767,101019,79911,Child,0
14768,92005,49358,Grandchild,1
14769,19488,31700,Spouse,1
14770,69680,75756,Child,1
14771,123283,95704,Spouse,1
14772,118465,50965,Parent,0
14773,15892,57938,Spouse,1
14774,94555,27121,Sibling,0
14775,131018,91149,Sibling,0
14776,101763,29065,Spouse,0
14777,136544,95979,Spouse,0
14778,136054,19777,Parent,1
14779,112344,14032,Child,1
14780,129394,105726,Parent,1
14781,147222,142889,Child,1
14782,28759,72630,Child,0
14783,70291,42724,Parent,0
14784,99204,20725,Child,1
14785,4222,76931,Parent,1
14786,110638,66988,Parent,1
14787,141336,36533,Child,1
14788,148857,15250,Sibling,1
14789,11067,148086,Grandparent,1
14790,75390,59162,Other,1
14791,143339,30404,Spouse,0
14792,134088,54962,Parent,0
14793,135811,24116,Parent,1
14794,25261,22782,Spouse,1
14795,38014,29598,Child,0
14796,5541,125969,Parent,0
14797,40287,13114,Grandchild,1
14798,90569,104443,Parent,1
14799,121500,36317,Sibling,1
14800,38514,143007,Spouse,1
14801,82658,68871,Spouse,1
14802,88406,79477,Spouse,0
14803,51550,39346,Sibling,1
14804,118924,113988,Spouse,1
14805,2668,125387,Spouse,0
14806,3862,30076,Spouse,0
14807,25528,19895,Spouse,0
14808,56841,89089,Sibling,1
14809,96333,14224,Sibling,1
14810,111669,128697,Spouse,1
14811,133316,26525,Sibling,1
14812,127317,54293,Parent,1
14813,32656,76142,Parent,0
14814,57120,79912,Spouse,0
14815,128238,131515,Sibling,1
14816,76410,95261,Parent,1
14817,14723,121871,Child,1
14818,11527,70588,Sibling,1
14819,45192,78836,Child,0
14820,77047,44310,Other,1
14821,51432,1248,Sibling,1
14822,40071,44142,Parent,0
14823,92394,124492,Child,0
14824,143551,100585,Sibling,1
14825,70579,81033,Spouse,1
14826,13332,96259,Other,1
14827,110885,128262,Sibling,0
14828,96635,68414,Sibling,1
14829,10374,1103,Spouse,1
14830,34160,102053,Child,0
14831,130255,135214,Spouse,1
14832,73899,121299,Parent,0
14833,98692,88084,Spouse,1
14834,149779,144977,Parent,0
14835,34564,127582,Sibling,0
14836,120101,106074,Grandchild,1
14837,96944,85101,Parent,0
14838,47333,72082,Spouse,1
14839,45183,40230,Spouse,1
14840,58918,140716,Parent,1
14841,96367,105848,Sibling,1
14842,134215,149079,Spouse,1
14843,122711,132688,Child,1
14844,102547,114927,Sibling,1
14845,16653,29849,Parent,1
14846,113299,51291,Spouse,0
14847,1440,51770,Child,1
14848,14521,123067,Spouse,1
14849,82032,107541,Spouse,0
14850,69466,92549,Child,1
14851,134219,77260,Spouse,1
14852,91930,46900,Child,0
14853,26867,106382,Spouse,1
14854,66578,76055,Other,0
14855,72847,45966,Spouse,0
14856,106237,18453,Parent,0
14857,132291,106533,Spouse,1
14858,110029,76107,Parent,0
14859,5776,58161,Other,1
14860,77536,7204,Other,1
14861,69046,88881,Child,0
14862,98118,87581,Other,1
14863,112352,119710,Grandchild,1
14864,133244,5160,Sibling,1
14865,4663,109472,Sibling,1
14866,51000,70271,Grandparent,1
14867,137401,63118,Sibling,0
14868,2140,26878,Child,1
14869,1437,102725,Child,1
14870,112922,50522,Spouse,0
14871,45204,66275,Spouse,1
14872,28299,108436,Spouse,0
14873,28025,29630,Child,1
14874,73301,136910,Other,1
14875,127873,82123,Other,1
14876,19595,134097,Spouse,1
14877,127156,60374,Spouse,1
14878,107168,98425,Spouse,1
14879,33231,67224,Spouse,1
14880,117035,15559,Spouse,1
14881,82427,73913,Parent,1
14882,41661,105335,Child,1
14883,74389,74711,Other,1
14884,36347,11541,Parent,1
14885,14925,3334,Sibling,0
14886,3526,83398,Spouse,1
14887,65994,8815,Grandparent,0
14888,86549,51635,Sibling,0
14889,138707,50602,Grandparent,1
14890,34550,81582,Grandchild,1
14891,125970,38238,Parent,1
14892,41222,106551,Parent,1
14893,11927,127127,Sibling,1
14894,974,11574,Spouse,0
14895,126763,28989,Spouse,0
14896,98972,5142,Spouse,1
14897,56839,62227,Parent,0
14898,109391,69709,Parent,1
14899,137890,123554,Sibling,1
14900,135243,24713,Parent,1
14901,57808,111127,Sibling,1
14902,18304,123321,Grandparent,1
14903,83974,91227,Parent,1
14904,127540,136457,Sibling,1
14905,69366,101560,Sibling,1
14906,66419,14541,Spouse,1
14907,118646,124943,Child,1
14908,17553,148580,Spouse,0
14909,6688,149641,Spouse,1
14910,127100,100237,Child,0
14911,134810,106679,Spouse,1
14912,43267,140159,Child,0
14913,61273,107497,Spouse,1
14914,68727,98189,Sibling,1
14915,97773,77579,Spouse,1
14916,25993,99894,Spouse,1
14917,132849,29028,Spouse,1
14918,111348,122387,Parent,0
14919,116159,137199,Spouse,1
14920,68252,145477,Sibling,1
14921,2459,98986,Sibling,1
14922,67312,145412,Other,1
14923,104491,136821,Spouse,0
14924,14494,22082,Other,1
14925,52100,142118,Spouse,0
14926,47365,37221,Spouse,1
14927,61269,25253,Spouse,0
14928,5302,29483,Spouse,1
14929,4289,147322,Sibling,1
14930,31905,37578,Sibling,1
14931,105268,55935,Child,1
14932,2488,21541,Child,1
14933,22857,104786,Child,1
14934,143549,107762,Child,1
14935,5928,81088,Child,1
14936,125701,74596,Spouse,1
14937,92206,60113,Spouse,1
14938,120398,66876,Grandchild,0
14939,2891,130288,Parent,0
14940,75944,85169,Spouse,1
14941,121765,67384,Other,1
14942,119200,81547,Spouse,1
14943,129634,62872,Parent,1
14944,21516,14989,Child,1
14945,24801,103885,Sibling,1
14946,39964,138837,Parent,1
14947,80206,49437,Sibling,1
14948,122372,84589,Sibling,1
14949,73963,2333,Parent,0
14950,49400,18952,Child,1
14951,75263,118598,Parent,1
14952,13600,104816,Spouse,0
14953,143380,48666,Sibling,1
14954,82699,141836,Parent,1
14955,5754,137490,Child,0
14956,117175,125236,Parent,0
14957,48410,29548,Spouse,1
14958,21810,94380,Parent,0
14959,142797,64084,Child,1
14960,40439,10017,Sibling,0
14961,131051,20145,Child,1
14962,98416,24196,Spouse,1
14963,131689,88559,Sibling,1
14964,69193,11820,Other,0
14965,34323,140756,Spouse,0
14966,140889,71402,Child,1
14967,64720,106075,Child,0
14968,60911,75491,Sibling,1
14969,97067,141054,Other,1
14970,125491,78672,Other,1
14971,108032,43532,Parent,1
14972,35075,137901,Child,1
14973,106125,59993,Sibling,1
14974,42907,93259,Parent,0
14975,57103,102959,Sibling,1
14976,92352,27570,Sibling,1
14977,9215,72849,Spouse,1
14978,129865,127212,Sibling,1
14979,110724,18503,Spouse,1
14980,1097,46350,Spouse,0
14981,118208,133334,Spouse,0
14982,45403,131644,Child,1
14983,35159,33346,Spouse,0
14984,88776,29231,Parent,1
14985,117895,57769,Child,0
14986,105698,135513,Parent,1
14987,35161,29415,Other,1
14988,117121,13797,Grandparent,0
14989,90630,35945,Grandparent,1
14990,32293,106332,Spouse,1
14991,105941,4720,Spouse,1
14992,127309,79433,Sibling,1
14993,75533,114311,Spouse,1
14994,89476,77441,Sibling,1
14995,35472,7195,Child,1
14996,34044,99933,Sibling,1
14997,52243,55747,Spouse,1
14998,136122,143462,Parent,1
14999,93151,50708,Spouse,0
15000,9544,140293,Spouse,1
15001,37350,114011,Parent,1
15002,98417,87750,Parent,1
15003,118734,46856,Parent,1
15004,80135,108493,Spouse,0
15005,99250,129,Sibling,1
15006,99744,81729,Child,1
15007,8523,1120,Spouse,0
15008,43668,120090,Parent,1
15009,115093,34057,Spouse,1
15010,84686,101322,Other,1
15011,135606,50707,Spouse,1
15012,116705,55476,Spouse,0
15013,145100,122316,Parent,1
15014,105070,137982,Child,1
15015,114737,17509,Spouse,1
15016,132769,139296,Other,0
15017,128887,92290,Parent,1
15018,123997,749,Spouse,0
15019,36668,6593,Spouse,1
15020,108180,39680,Sibling,1
15021,15849,125313,Child,0
15022,32161,137540,Spouse,1
15023,56237,61969,Sibling,1
15024,54014,98130,Sibling,0
15025,141296,107267,Sibling,1
15026,106483,62522,Child,1
15027,91815,94099,Sibling,1
15028,74663,118628,Other,1
15029,70258,62244,Other,1
15030,17472,559,Child,1
15031,65961,30960,Grandchild,1
15032,45482,98582,Spouse,1
15033,129606,89647,Other,1
15034,87992,27090,Spouse,1
15035,112863,58779,Child,1
15036,67470,82987,Spouse,0
15037,50310,55021,Spouse,1
15038,135508,102470,Spouse,0
15039,110275,8439,Sibling,1
15040,43773,90781,Other,1
15041,134592,5693,Spouse,1
15042,98574,66785,Spouse,1
15043,8771,72010,Sibling,1
15044,135444,103052,Parent,1
15045,120312,110274,Sibling,0
15046,112850,55481,Other,1
15047,108828,142835,Spouse,1
15048,379,28759,Child,1
15049,4231,110630,Sibling,1
15050,126664,37176,Parent,1
15051,119545,85491,Child,1
15052,31940,27550,Spouse,1
15053,22640,139370,Child,1
15054,71036,48048,Sibling,1
15055,51150,5390,Child,1
15056,10321,109653,Parent,0
15057,98595,27190,Other,1
15058,94201,41014,Parent,1
15059,91546,90963,Spouse,0
15060,13879,121160,Parent,1
15061,25029,121934,Grandparent,1
15062,62696,20368,Child,0
15063,74079,69592,Child,1
15064,147602,30588,Sibling,1
15065,103783,146865,Child,1
15066,137766,120514,Spouse,1
15067,13333,66050,Parent,1
15068,19513,4039,Spouse,1
15069,66523,145252,Other,1
15070,73653,106536,Child,1
15071,107797,20245,Child,1
15072,44588,6820,Spouse,0
15073,100378,73220,Child,0
15074,137052,95552,Sibling,1
15075,87943,29186,Parent,0
15076,114575,128018,Parent,1
15077,73779,3904,Spouse,0
15078,111181,114021,Parent,1
15079,128916,5678,Spouse,1
15080,107036,75023,Parent,1
15081,71638,83829,Sibling,0
15082,123122,116417,Grandchild,1
15083,2357,23111,Spouse,1
15084,146499,49523,Spouse,1
15085,127945,93176,Spouse,1
15086,77484,25518,Child,1
15087,86564,66432,Spouse,1
15088,144503,50842,Child,0
15089,53075,105984,Spouse,1
15090,110390,69088,Parent,0
15091,64745,28012,Child,0
15092,33287,148769,Other,1
15093,11227,143133,Child,0
15094,38994,10195,Parent,1
15095,49440,124770,Sibling,1
15096,122001,61663,Child,0
15097,79255,134958,Grandchild,1
15098,964,86908,Sibling,1
15099,145471,88836,Other,1
15100,69934,98008,Sibling,1
15101,111662,51858,Parent,0
15102,4038,98001,Spouse,0
15103,28418,34170,Sibling,1
15104,58962,142889,Spouse,1
15105,80365,126379,Parent,1
15106,42865,22556,Parent,1
15107,120089,64895,Child,0
15108,15786,127204,Sibling,1
