link_id,network_id,traveler_id,role,confidence_level,identified_date,is_active
1071,SMG-0176,84767,Recruiter,High,2025-12-13,1
1072,SMG-0176,89780,Recruiter,Medium,2025-12-05,1
1073,SMG-0176,43988,Document Forger,Medium,2025-12-07,1
1074,SMG-0177,111767,Organizer,Low,2025-12-28,1
1075,SMG-0177,32498,Organizer,High,2025-12-03,1
1076,SMG-0177,110099,Transporter,High,2025-12-03,1
1077,SMG-0177,18922,Coordinator,Medium,2025-12-29,1
1078,DRG-0178,115199,Organizer,High,2025-12-16,0
1079,DRG-0178,131816,Transporter,Low,2025-12-21,0
1080,DRG-0178,101527,Transporter,High,2025-12-28,0
1081,DRG-0178,29543,Transporter,High,2025-12-13,0
1082,DRG-0178,10758,Unknown,Medium,2025-12-28,0
1083,SMG-0179,93870,Organizer,High,2025-12-28,0
1084,SMG-0179,134040,Financier,Medium,2025-12-16,0
1085,SMG-0179,128925,Transporter,High,2025-12-27,0
1086,SMG-0179,105700,Lookout,Medium,2025-12-29,0
1087,SMG-0179,66008,Lookout,Medium,2025-12-19,0
1088,SMG-0179,128658,Organizer,High,2025-12-18,0
1089,SMG-0179,4417,Transporter,High,2025-12-24,0
1090,SMG-0179,80683,Recruiter,Medium,2025-12-09,0
1091,SMG-0179,53724,Lookout,Medium,2025-12-28,0
1092,SMG-0179,54474,Transporter,Low,2025-12-29,0
1093,DRG-0180,123696,Organizer,High,2025-12-25,1
1094,DRG-0180,4061,Transporter,Medium,2025-12-18,1
1095,DRG-0180,57868,Transporter,Low,2025-12-22,1
1096,DRG-0180,142053,Organizer,Confirmed,2025-12-17,1
1097,DRG-0180,78032,Recruiter,Low,2025-12-28,1
1098,DRG-0180,60791,Recruiter,High,2025-12-28,1
1099,SMG-0181,69033,Organizer,Confirmed,2025-04-02,1
1100,SMG-0181,82655,Lookout,High,2025-03-20,1
1101,SMG-0181,114802,Unknown,Medium,2025-03-08,1
1102,SMG-0181,113135,Transporter,Confirmed,2025-03-28,1
1103,SMG-0181,15490,Unknown,Low,2025-03-12,1
1104,SMG-0181,70542,Unknown,High,2025-03-17,1
1105,SMG-0181,40555,Transporter,Medium,2025-04-06,1
1106,MIX-0182,38694,Organizer,High,2025-09-06,1
1107,MIX-0182,96140,Recruiter,High,2025-08-20,1
1108,MIX-0182,24578,Recruiter,Confirmed,2025-09-10,1
1109,MIX-0182,49585,Transporter,High,2025-08-28,1
1110,MIX-0182,120292,Lookout,Medium,2025-08-19,1
1111,DRG-0183,2158,Organizer,High,2025-03-08,1
1112,DRG-0183,111183,Document Forger,Low,2025-03-12,1
1113,DRG-0183,146309,Transporter,High,2025-03-23,1
1114,DOC-0184,147902,Organizer,Low,2025-04-30,1
1115,DOC-0184,70549,Organizer,High,2025-04-22,1
1116,DOC-0184,17607,Document Forger,Low,2025-05-02,1
1117,DOC-0184,113418,Recruiter,High,2025-04-20,1
1118,DOC-0184,101477,Transporter,Low,2025-04-03,1
1119,DOC-0184,18835,Document Forger,Confirmed,2025-04-30,1
1120,DOC-0184,68400,Document Forger,High,2025-04-08,1
1121,DOC-0184,41878,Organizer,Confirmed,2025-04-29,1
1122,MIX-0185,110271,Organizer,Low,2025-07-09,1
1123,MIX-0185,47035,Organizer,Confirmed,2025-07-15,1
1124,MIX-0185,10267,Transporter,High,2025-07-11,1
1125,MIX-0185,41436,Transporter,High,2025-07-09,1
1126,MIX-0185,41706,Transporter,Medium,2025-06-30,1
1127,MIX-0185,144009,Recruiter,Medium,2025-06-26,1
1128,TRF-0186,68622,Organizer,Medium,2025-12-27,1
1129,TRF-0186,93403,Recruiter,Medium,2025-12-28,1
1130,TRF-0186,113880,Transporter,Medium,2025-12-28,1
1131,TRF-0186,123537,Recruiter,Low,2025-12-28,1
1132,TRF-0187,42138,Organizer,Low,2025-12-15,0
1133,TRF-0187,139355,Financier,Low,2025-11-19,0
1134,TRF-0187,45701,Financier,High,2025-12-14,0
1135,TRF-0187,138795,Organizer,High,2025-12-11,0
1136,TRF-0187,52953,Organizer,High,2025-11-21,0
1137,TRF-0188,35341,Organizer,High,2025-05-30,0
1138,TRF-0188,76332,Transporter,Confirmed,2025-05-29,0
1139,TRF-0188,68587,Organizer,Confirmed,2025-06-13,0
1140,TRF-0188,83483,Unknown,High,2025-05-21,0
1141,TRF-0188,137488,Transporter,Medium,2025-05-31,0
1142,TRF-0188,67294,Transporter,Medium,2025-06-03,0
1143,TRF-0188,55198,Coordinator,Confirmed,2025-06-16,0
1144,TRF-0188,58791,Document Forger,High,2025-06-02,0
1145,TRF-0188,27867,Recruiter,Confirmed,2025-06-16,0
1146,TRF-0188,61806,Document Forger,High,2025-05-30,0
1147,TRF-0189,5887,Organizer,Confirmed,2025-06-28,0
1148,TRF-0189,50389,Unknown,Medium,2025-06-27,0
1149,TRF-0189,42369,Coordinator,Low,2025-06-17,0
1150,TRF-0189,34541,Unknown,High,2025-06-24,0
1151,TRF-0189,104340,Financier,Low,2025-06-16,0
1152,DRG-0190,21421,Organizer,Confirmed,2025-11-24,1
1153,DRG-0190,100429,Unknown,Confirmed,2025-11-27,1
1154,DRG-0190,124833,Unknown,High,2025-11-07,1
1155,DRG-0190,26530,Document Forger,Medium,2025-12-02,1
1156,DRG-0190,91807,Transporter,High,2025-11-15,1
1157,DRG-0190,102885,Transporter,Medium,2025-11-07,1
1158,SMG-0191,145880,Organizer,High,2025-03-15,0
1159,SMG-0191,57981,Transporter,Confirmed,2025-02-21,0
1160,SMG-0191,5272,Recruiter,Confirmed,2025-02-23,0
1161,SMG-0191,128503,Recruiter,High,2025-03-20,0
1162,SMG-0191,109705,Unknown,High,2025-03-07,0
1163,SMG-0191,44253,Transporter,Confirmed,2025-03-10,0
1164,SMG-0191,24652,Unknown,High,2025-03-20,0
1165,SMG-0191,7528,Transporter,Confirmed,2025-03-10,0
1166,SMG-0191,107671,Recruiter,High,2025-02-26,0
1167,SMG-0191,67739,Recruiter,Medium,2025-03-12,0
1168,DRG-0192,135766,Organizer,Medium,2025-06-03,1
1169,DRG-0192,103601,Organizer,High,2025-05-30,1
1170,DRG-0192,135709,Lookout,Medium,2025-05-07,1
1171,DRG-0192,2659,Financier,High,2025-05-31,1
1172,DRG-0192,76610,Lookout,Medium,2025-05-20,1
1173,DRG-0192,512,Lookout,Medium,2025-05-18,1
1174,DRG-0192,32631,Unknown,High,2025-05-07,1
1175,DRG-0192,149109,Transporter,High,2025-05-07,1
1176,DRG-0192,60341,Unknown,High,2025-06-03,1
1177,DRG-0192,56520,Coordinator,High,2025-05-09,1
1178,DRG-0192,22676,Lookout,High,2025-05-13,1
1179,DRG-0192,15411,Lookout,High,2025-05-23,1
1180,MIX-0193,33043,Organizer,Low,2025-04-24,1
1181,MIX-0193,29554,Transporter,Low,2025-04-15,1
1182,MIX-0193,100254,Unknown,Medium,2025-03-29,1
1183,MIX-0193,48420,Lookout,Medium,2025-04-22,1
1184,MIX-0193,103039,Transporter,Medium,2025-04-07,1
1185,MIX-0193,70247,Unknown,High,2025-04-17,1
1186,MIX-0194,143448,Organizer,High,2025-10-07,1
1187,MIX-0194,33143,Organizer,Medium,2025-10-01,1
1188,MIX-0194,50786,Recruiter,High,2025-10-06,1
1189,SMG-0195,44549,Organizer,Medium,2025-08-22,0
1190,SMG-0195,73557,Document Forger,Medium,2025-08-20,0
1191,SMG-0195,99317,Recruiter,Medium,2025-09-18,0
1192,SMG-0195,78029,Financier,Medium,2025-08-29,0
1193,DOC-0196,4654,Organizer,High,2025-05-13,0
1194,DOC-0196,94732,Coordinator,High,2025-05-26,0
1195,DOC-0196,35376,Recruiter,High,2025-05-24,0
1196,DOC-0196,128063,Transporter,High,2025-06-01,0
1197,DOC-0197,80698,Organizer,Medium,2025-09-08,1
1198,DOC-0197,52540,Financier,Low,2025-08-23,1
1199,DOC-0197,106722,Organizer,High,2025-09-10,1
1200,DOC-0197,23097,Coordinator,High,2025-09-01,1
1201,DOC-0197,98156,Transporter,Low,2025-09-07,1
1202,DOC-0197,33978,Recruiter,High,2025-08-26,1
1203,MIX-0198,126990,Organizer,Confirmed,2025-11-06,0
1204,MIX-0198,16135,Recruiter,Low,2025-10-14,0
1205,MIX-0198,3274,Recruiter,Low,2025-10-19,0
1206,MIX-0198,61203,Recruiter,Confirmed,2025-10-16,0
1207,MIX-0198,79297,Unknown,High,2025-10-23,0
1208,MIX-0198,126080,Lookout,High,2025-11-07,0
1209,DRG-0199,106155,Organizer,High,2025-12-28,1
1210,DRG-0199,88479,Lookout,Medium,2025-12-31,1
1211,DRG-0199,31658,Recruiter,Confirmed,2025-12-29,1
1212,DRG-0199,104257,Financier,High,2025-12-15,1
1213,DRG-0199,136977,Unknown,Medium,2025-12-26,1
1214,DRG-0199,24794,Transporter,Medium,2025-12-21,1
1215,SMG-0200,134860,Organizer,Medium,2025-01-21,0
1216,SMG-0200,132214,Recruiter,Medium,2025-01-09,0
1217,SMG-0200,132403,Recruiter,Medium,2025-02-01,0
1218,SMG-0200,48015,Lookout,High,2025-02-05,0
1219,SMG-0200,46839,Recruiter,High,2025-01-12,0
1220,SMG-0200,111677,Financier,Confirmed,2025-01-24,0
1221,DRG-0201,50366,Organizer,High,2025-04-28,0
1222,DRG-0201,45431,Coordinator,Low,2025-04-29,0
1223,DRG-0201,92453,Unknown,Medium,2025-04-27,0
1224,DRG-0201,94827,Transporter,High,2025-04-28,0
1225,DRG-0201,126738,Unknown,Medium,2025-05-19,0
1226,DRG-0201,13456,Recruiter,High,2025-05-06,0
1227,TRF-0202,48649,Organizer,Low,2025-05-19,1
1228,TRF-0202,130879,Transporter,High,2025-05-23,1
1229,TRF-0202,86966,Coordinator,Medium,2025-05-06,1
1230,DOC-0203,64892,Organizer,Medium,2025-02-10,1
1231,DOC-0203,81893,Document Forger,High,2025-01-20,1
1232,DOC-0203,17018,Lookout,Medium,2025-02-18,1
1233,DOC-0203,46746,Transporter,Low,2025-01-28,1
1234,TRF-0204,75847,Organizer,Confirmed,2025-07-07,1
1235,TRF-0204,96435,Recruiter,High,2025-06-27,1
1236,TRF-0204,116427,Financier,Confirmed,2025-07-05,1
1237,TRF-0204,114248,Lookout,Medium,2025-07-17,1
1238,TRF-0204,99053,Transporter,High,2025-06-22,1
1239,TRF-0204,18415,Recruiter,Medium,2025-07-04,1
1240,SMG-0205,121369,Organizer,Medium,2025-03-26,1
1241,SMG-0205,147283,Organizer,High,2025-04-07,1
1242,SMG-0205,70276,Document Forger,Confirmed,2025-03-20,1
1243,SMG-0205,76409,Coordinator,Low,2025-04-13,1
1244,DRG-0206,132952,Organizer,Medium,2025-05-06,1
1245,DRG-0206,98034,Organizer,High,2025-05-20,1
1246,DRG-0206,63758,Organizer,High,2025-04-28,1
1247,DRG-0206,76398,Recruiter,High,2025-04-30,1
1248,DRG-0206,91602,Transporter,High,2025-05-10,1
1249,MIX-0207,144999,Organizer,High,2025-04-22,1
1250,MIX-0207,84494,Lookout,Low,2025-05-03,1
1251,MIX-0207,125691,Transporter,Confirmed,2025-04-27,1
1252,MIX-0207,112825,Lookout,Medium,2025-05-06,1
1253,MIX-0207,30456,Lookout,Low,2025-05-05,1
1254,MIX-0207,147807,Transporter,High,2025-05-02,1
1255,MIX-0207,97385,Coordinator,High,2025-04-28,1
1256,MIX-0208,61645,Organizer,Medium,2025-04-24,1
1257,MIX-0208,59104,Document Forger,Confirmed,2025-05-12,1
1258,MIX-0208,94106,Transporter,Medium,2025-05-17,1
1259,MIX-0208,57283,Transporter,High,2025-05-17,1
1260,MIX-0208,19916,Organizer,Low,2025-04-30,1
1261,MIX-0208,144955,Document Forger,Medium,2025-05-16,1
1262,MIX-0208,65523,Coordinator,Medium,2025-04-19,1
1263,TRF-0209,70024,Organizer,High,2025-04-08,1
1264,TRF-0209,13819,Transporter,High,2025-04-03,1
1265,TRF-0209,69870,Transporter,High,2025-03-24,1
1266,TRF-0209,62563,Coordinator,High,2025-03-21,1
1267,TRF-0209,23295,Coordinator,Low,2025-04-10,1
1268,DRG-0210,145216,Organizer,Low,2025-12-28,0
1269,DRG-0210,88827,Recruiter,High,2025-12-30,0
1270,DRG-0210,89430,Transporter,Confirmed,2025-12-22,0
1271,DRG-0210,97012,Transporter,Low,2025-12-30,0
1272,DRG-0210,101703,Document Forger,Medium,2025-12-28,0
1273,DRG-0210,128491,Lookout,High,2025-12-28,0
1274,DRG-0210,11000,Lookout,Medium,2025-12-28,0
1275,MIX-0211,110310,Organizer,Confirmed,2025-11-04,0
1276,MIX-0211,26189,Transporter,High,2025-10-28,0
1277,MIX-0211,4341,Transporter,Confirmed,2025-10-10,0
1278,MIX-0211,64419,Unknown,High,2025-10-17,0
1279,SMG-0212,32012,Organizer,High,2025-10-31,0
1280,SMG-0212,145610,Coordinator,Confirmed,2025-11-23,0
1281,SMG-0212,20697,Coordinator,Medium,2025-11-20,0
1282,SMG-0212,49007,Financier,Medium,2025-11-09,0
1283,SMG-0212,125402,Lookout,Low,2025-10-28,0
1284,TRF-0213,37787,Organizer,High,2025-12-28,1
1285,TRF-0213,138825,Lookout,High,2025-12-28,1
1286,TRF-0213,526,Lookout,High,2025-12-28,1
1287,TRF-0213,147149,Recruiter,Medium,2025-12-28,1
1288,TRF-0213,31134,Document Forger,Confirmed,2025-12-28,1
1289,TRF-0213,62222,Document Forger,Low,2025-12-24,1
1290,TRF-0213,52765,Recruiter,Medium,2025-12-28,1
1291,DRG-0214,9334,Organizer,High,2025-12-04,1
1292,DRG-0214,5849,Organizer,High,2025-12-11,1
1293,DRG-0214,11268,Recruiter,High,2025-12-07,1
1294,DRG-0214,71136,Lookout,High,2025-12-04,1
1295,MIX-0215,11575,Organizer,Medium,2025-02-10,0
1296,MIX-0215,35373,Organizer,Medium,2025-02-21,0
1297,MIX-0215,123408,Organizer,Low,2025-02-01,0
1298,MIX-0215,33610,Organizer,High,2025-02-17,0
1299,MIX-0215,69873,Lookout,Low,2025-02-06,0
1300,MIX-0215,122799,Coordinator,High,2025-02-17,0
1301,MIX-0216,70326,Organizer,High,2025-07-13,0
1302,MIX-0216,135671,Transporter,High,2025-06-22,0
1303,MIX-0216,102616,Recruiter,Confirmed,2025-06-26,0
1304,MIX-0216,131855,Organizer,Medium,2025-07-01,0
1305,MIX-0216,67816,Financier,Medium,2025-06-29,0
1306,DRG-0217,124660,Organizer,Confirmed,2025-05-18,0
1307,DRG-0217,5072,Recruiter,High,2025-05-27,0
1308,DRG-0217,25657,Document Forger,High,2025-05-08,0
1309,DRG-0217,144982,Recruiter,High,2025-05-13,0
1310,SMG-0218,57572,Organizer,Confirmed,2025-03-30,1
1311,SMG-0218,107740,Transporter,Confirmed,2025-03-29,1
1312,SMG-0218,13644,Transporter,Low,2025-04-09,1
1313,SMG-0218,46744,Lookout,High,2025-04-09,1
1314,SMG-0218,71118,Lookout,Medium,2025-04-12,1
1315,SMG-0218,117024,Financier,Confirmed,2025-03-16,1
1316,SMG-0218,67945,Lookout,Medium,2025-04-05,1
1317,SMG-0218,141007,Financier,Medium,2025-04-06,1
1318,SMG-0218,52957,Lookout,Confirmed,2025-03-27,1
1319,SMG-0218,139283,Transporter,Medium,2025-04-05,1
1320,SMG-0218,142784,Coordinator,High,2025-03-16,1
1321,SMG-0218,107538,Organizer,Medium,2025-03-30,1
1322,SMG-0219,124129,Organizer,High,2025-01-13,1
1323,SMG-0219,72766,Unknown,High,2025-01-15,1
1324,SMG-0219,86471,Financier,High,2025-02-06,1
1325,SMG-0219,139931,Unknown,Low,2025-01-12,1
1326,SMG-0219,78234,Coordinator,High,2025-01-30,1
1327,SMG-0220,53257,Organizer,Medium,2025-06-01,1
1328,SMG-0220,95687,Transporter,Medium,2025-06-02,1
1329,SMG-0220,58733,Transporter,Medium,2025-05-22,1
1330,SMG-0220,7022,Transporter,Medium,2025-06-03,1
1331,SMG-0220,74949,Lookout,High,2025-06-13,1
1332,TRF-0221,39171,Organizer,Confirmed,2025-07-09,0
1333,TRF-0221,129904,Transporter,Low,2025-07-12,0
1334,TRF-0221,51904,Financier,Medium,2025-07-04,0
1335,TRF-0221,33518,Recruiter,High,2025-07-09,0
1336,TRF-0221,35722,Transporter,Medium,2025-07-14,0
1337,TRF-0221,15957,Lookout,Medium,2025-07-09,0
1338,TRF-0221,81427,Recruiter,Medium,2025-07-02,0
1339,TRF-0221,111530,Recruiter,Low,2025-06-26,0
1340,TRF-0222,119132,Organizer,High,2025-12-21,1
1341,TRF-0222,37868,Document Forger,Medium,2025-12-04,1
1342,TRF-0222,140086,Recruiter,Confirmed,2025-12-03,1
1343,TRF-0222,74384,Unknown,Confirmed,2025-11-28,1
1344,TRF-0222,22683,Organizer,High,2025-12-14,1
1345,TRF-0222,116323,Coordinator,High,2025-12-11,1
1346,DRG-0223,100917,Organizer,Confirmed,2025-12-28,1
1347,DRG-0223,71248,Lookout,Confirmed,2025-12-28,1
1348,DRG-0223,146478,Lookout,Confirmed,2025-12-26,1
1349,DRG-0223,137592,Organizer,Low,2025-12-28,1
1350,DRG-0223,139852,Lookout,Medium,2025-12-27,1
1351,DRG-0223,103182,Unknown,Confirmed,2025-12-28,1
1352,TRF-0224,80959,Organizer,Confirmed,2025-11-11,1
1353,TRF-0224,48525,Lookout,Confirmed,2025-11-25,1
1354,TRF-0224,145326,Lookout,High,2025-11-11,1
1355,TRF-0224,75993,Transporter,Medium,2025-11-11,1
1356,SMG-0225,26193,Organizer,Medium,2025-12-09,1
1357,SMG-0225,95610,Financier,Low,2025-12-28,1
1358,SMG-0225,135371,Recruiter,High,2025-12-08,1
1359,SMG-0225,35713,Recruiter,High,2025-12-06,1
1360,DRG-0226,61722,Organizer,Medium,2025-04-07,0
1361,DRG-0226,21448,Transporter,Medium,2025-04-10,0
1362,DRG-0226,21085,Recruiter,High,2025-04-04,0
1363,DOC-0227,115884,Organizer,Medium,2025-04-02,1
1364,DOC-0227,133794,Recruiter,Medium,2025-04-08,1
1365,DOC-0227,94580,Coordinator,High,2025-03-27,1
1366,SMG-0228,65053,Organizer,Medium,2025-05-06,1
1367,SMG-0228,123166,Recruiter,Medium,2025-05-01,1
1368,SMG-0228,66525,Transporter,High,2025-05-22,1
1369,SMG-0228,135495,Coordinator,Medium,2025-05-10,1
1370,SMG-0228,53954,Organizer,Low,2025-05-17,1
1371,TRF-0229,35219,Organizer,Confirmed,2025-10-09,0
1372,TRF-0229,104955,Recruiter,Confirmed,2025-09-29,0
1373,TRF-0229,47668,Transporter,High,2025-09-22,0
1374,TRF-0229,110394,Financier,Medium,2025-10-08,0
1375,TRF-0229,2544,Coordinator,Medium,2025-09-15,0
1376,SMG-0230,19051,Organizer,High,2025-10-25,1
1377,SMG-0230,99104,Document Forger,Confirmed,2025-10-23,1
1378,SMG-0230,88864,Lookout,High,2025-10-07,1
1379,SMG-0230,118130,Financier,Medium,2025-10-19,1
1380,SMG-0230,109811,Document Forger,High,2025-10-15,1
1381,SMG-0230,123989,Document Forger,Medium,2025-09-25,1
1382,SMG-0230,43307,Unknown,Confirmed,2025-10-21,1
1383,SMG-0230,149964,Transporter,Medium,2025-10-25,1
1384,SMG-0231,131502,Organizer,Confirmed,2025-07-30,1
1385,SMG-0231,80422,Recruiter,Medium,2025-08-12,1
1386,SMG-0231,86775,Transporter,Confirmed,2025-07-24,1
1387,SMG-0231,142771,Recruiter,High,2025-07-25,1
1388,SMG-0231,24014,Recruiter,High,2025-07-18,1
1389,SMG-0231,117410,Transporter,Confirmed,2025-07-24,1
1390,SMG-0231,99450,Lookout,Confirmed,2025-07-16,1
1391,SMG-0231,127924,Lookout,High,2025-07-23,1
1392,SMG-0231,2681,Document Forger,High,2025-08-14,1
1393,SMG-0231,80236,Lookout,Medium,2025-07-17,1
1394,SMG-0231,145856,Recruiter,Medium,2025-07-24,1
1395,SMG-0231,82552,Recruiter,Medium,2025-08-06,1
1396,DOC-0232,114435,Organizer,High,2025-06-19,0
1397,DOC-0232,145098,Lookout,Confirmed,2025-06-14,0
1398,DOC-0232,51113,Unknown,High,2025-07-06,0
1399,DOC-0232,65675,Unknown,Low,2025-07-02,0
1400,DOC-0232,66870,Lookout,Confirmed,2025-06-13,0
1401,DOC-0232,92095,Financier,Low,2025-06-10,0
1402,DOC-0232,65918,Unknown,Medium,2025-06-20,0
1403,TRF-0233,97148,Organizer,High,2025-08-14,1
1404,TRF-0233,38619,Document Forger,Confirmed,2025-08-14,1
1405,TRF-0233,113778,Lookout,Medium,2025-07-31,1
1406,TRF-0233,60348,Transporter,High,2025-07-23,1
1407,SMG-0234,56598,Organizer,Medium,2025-03-14,0
1408,SMG-0234,112302,Transporter,Low,2025-02-28,0
1409,SMG-0234,101215,Document Forger,Medium,2025-03-18,0
1410,SMG-0234,30048,Lookout,Medium,2025-03-15,0
1411,SMG-0234,87295,Transporter,Confirmed,2025-03-15,0
1412,SMG-0234,73893,Financier,Confirmed,2025-03-12,0
1413,SMG-0234,131383,Transporter,Medium,2025-03-14,0
1414,SMG-0234,107217,Recruiter,Low,2025-03-01,0
1415,SMG-0234,119333,Coordinator,Confirmed,2025-03-19,0
1416,SMG-0234,12001,Document Forger,Medium,2025-02-27,0
1417,SMG-0235,78124,Organizer,Confirmed,2025-09-19,1
1418,SMG-0235,16932,Transporter,Low,2025-10-06,1
1419,SMG-0235,26308,Transporter,Low,2025-10-02,1
1420,SMG-0235,55937,Transporter,Low,2025-09-27,1
1421,SMG-0235,129737,Lookout,High,2025-10-03,1
1422,SMG-0235,97075,Recruiter,Medium,2025-09-13,1
1423,DRG-0236,140246,Organizer,High,2025-05-15,0
1424,DRG-0236,147203,Transporter,High,2025-05-05,0
1425,DRG-0236,3587,Document Forger,Low,2025-04-25,0
1426,DRG-0236,63035,Recruiter,High,2025-05-04,0
1427,DRG-0236,2670,Financier,Medium,2025-05-20,0
1428,MIX-0237,85360,Organizer,Low,2025-09-23,0
1429,MIX-0237,59057,Financier,Confirmed,2025-10-17,0
1430,MIX-0237,143340,Financier,Medium,2025-10-07,0
1431,MIX-0237,38242,Coordinator,High,2025-10-17,0
1432,TRF-0238,39778,Organizer,High,2025-12-12,1
1433,TRF-0238,13747,Organizer,Low,2025-12-03,1
1434,TRF-0238,94544,Recruiter,Low,2025-12-24,1
1435,TRF-0238,68599,Unknown,Confirmed,2025-12-08,1
1436,TRF-0238,28834,Unknown,Confirmed,2025-12-15,1
1437,TRF-0238,84750,Recruiter,High,2025-12-09,1
1438,TRF-0238,8650,Organizer,Confirmed,2025-12-01,1
1439,TRF-0238,43485,Recruiter,Low,2025-12-19,1
1440,TRF-0238,119232,Transporter,Medium,2025-12-27,1
1441,TRF-0238,148199,Financier,Medium,2025-12-08,1
1442,TRF-0238,105418,Recruiter,High,2025-11-29,1
1443,TRF-0238,133886,Financier,Confirmed,2025-12-14,1
1444,DRG-0239,45771,Organizer,Confirmed,2025-07-20,1
1445,DRG-0239,119344,Lookout,Medium,2025-07-11,1
1446,DRG-0239,84520,Recruiter,High,2025-07-26,1
1447,DRG-0239,33891,Organizer,High,2025-07-16,1
1448,DRG-0239,105307,Transporter,Medium,2025-07-06,1
1449,DRG-0239,127025,Lookout,High,2025-07-19,1
1450,DRG-0240,107338,Organizer,High,2025-12-12,1
1451,DRG-0240,63887,Organizer,Medium,2025-11-26,1
1452,DRG-0240,34827,Organizer,Confirmed,2025-11-29,1
1453,DRG-0240,69271,Unknown,Confirmed,2025-12-19,1
1454,DRG-0240,101477,Financier,Confirmed,2025-12-24,1
1455,DRG-0240,134190,Lookout,High,2025-11-28,1
1456,DRG-0240,99896,Unknown,Low,2025-11-26,1
1457,MIX-0241,4906,Organizer,Low,2025-12-28,0
1458,MIX-0241,61123,Recruiter,Confirmed,2025-12-28,0
1459,MIX-0241,79518,Transporter,Medium,2025-12-28,0
1460,DOC-0242,114890,Organizer,High,2025-07-19,1
1461,DOC-0242,19641,Document Forger,High,2025-07-14,1
1462,DOC-0242,149732,Recruiter,High,2025-07-30,1
1463,DOC-0242,29552,Coordinator,Medium,2025-07-16,1
1464,DOC-0242,132206,Transporter,High,2025-07-27,1
1465,DOC-0242,84744,Document Forger,Medium,2025-07-17,1
1466,TRF-0243,75227,Organizer,Low,2025-02-22,0
1467,TRF-0243,16693,Transporter,High,2025-02-11,0
1468,TRF-0243,129253,Organizer,High,2025-02-25,0
1469,TRF-0243,87562,Financier,Confirmed,2025-03-06,0
1470,TRF-0243,67232,Lookout,Confirmed,2025-03-04,0
1471,TRF-0244,34147,Organizer,High,2025-12-18,0
1472,TRF-0244,144750,Recruiter,Medium,2025-12-22,0
1473,TRF-0244,103388,Coordinator,Confirmed,2025-12-17,0
1474,TRF-0244,92120,Transporter,Low,2025-12-28,0
1475,TRF-0244,26329,Financier,High,2025-12-24,0
1476,TRF-0244,95856,Recruiter,High,2025-12-28,0
1477,TRF-0245,129623,Organizer,Medium,2025-10-29,1
1478,TRF-0245,73478,Transporter,Confirmed,2025-10-15,1
1479,TRF-0245,114359,Transporter,Medium,2025-10-15,1
1480,TRF-0245,83932,Organizer,High,2025-10-28,1
1481,TRF-0245,23557,Unknown,High,2025-10-21,1
1482,TRF-0246,108235,Organizer,Medium,2025-03-11,1
1483,TRF-0246,105936,Lookout,High,2025-03-10,1
1484,TRF-0246,139963,Transporter,Confirmed,2025-03-29,1
1485,TRF-0246,57755,Lookout,High,2025-03-30,1
1486,TRF-0246,130102,Organizer,High,2025-03-09,1
1487,TRF-0246,125942,Financier,Medium,2025-04-04,1
1488,MIX-0247,139874,Organizer,Medium,2025-07-21,1
1489,MIX-0247,146056,Transporter,Confirmed,2025-07-15,1
1490,MIX-0247,75006,Transporter,Confirmed,2025-08-01,1
1491,MIX-0247,104601,Transporter,Low,2025-07-18,1
1492,MIX-0247,121047,Recruiter,High,2025-07-16,1
1493,DRG-0248,57760,Organizer,High,2025-10-18,1
1494,DRG-0248,115607,Unknown,Confirmed,2025-10-18,1
1495,DRG-0248,123947,Transporter,Confirmed,2025-10-23,1
1496,DRG-0248,6045,Transporter,Low,2025-10-25,1
1497,DRG-0248,141585,Financier,Low,2025-10-29,1
1498,DOC-0249,2979,Organizer,High,2025-03-27,0
1499,DOC-0249,60781,Recruiter,Medium,2025-03-15,0
1500,DOC-0249,147875,Transporter,Confirmed,2025-03-23,0
1501,SMG-0250,94964,Organizer,High,2025-06-30,1
1502,SMG-0250,49876,Organizer,High,2025-06-29,1
1503,SMG-0250,116254,Organizer,High,2025-06-04,1
1504,SMG-0250,29224,Transporter,High,2025-06-28,1
1505,SMG-0250,54175,Transporter,Low,2025-06-19,1
1506,SMG-0250,15100,Coordinator,Confirmed,2025-06-04,1
1507,MIX-0251,113462,Organizer,Confirmed,2025-07-19,1
1508,MIX-0251,123296,Coordinator,Confirmed,2025-07-22,1
1509,MIX-0251,114439,Lookout,Low,2025-06-26,1
1510,MIX-0252,34727,Organizer,Medium,2025-01-22,1
1511,MIX-0252,39848,Recruiter,Confirmed,2025-01-17,1
1512,MIX-0252,21248,Transporter,High,2025-01-27,1
1513,MIX-0252,57081,Document Forger,Confirmed,2025-01-21,1
1514,DRG-0253,78898,Organizer,Low,2025-11-19,0
1515,DRG-0253,107018,Document Forger,Medium,2025-11-21,0
1516,DRG-0253,75606,Transporter,Medium,2025-11-13,0
1517,DRG-0253,72633,Recruiter,Medium,2025-11-25,0
1518,TRF-0254,135495,Organizer,Confirmed,2025-07-23,0
1519,TRF-0254,139996,Financier,Medium,2025-07-18,0
1520,TRF-0254,100295,Recruiter,High,2025-08-06,0
1521,TRF-0254,116576,Recruiter,High,2025-07-27,0
1522,TRF-0254,105732,Lookout,Confirmed,2025-07-21,0
1523,TRF-0254,124118,Recruiter,High,2025-08-09,0
1524,TRF-0254,80420,Transporter,Low,2025-07-26,0
