order_id,traveler_id,order_date,reason,destination_country_id,execution_date,status,voluntary_departure
1368,92596,2025-01-11,Criminal Offense,1,,Appealed,1
1369,36468,2025-12-11,Visa Overstay,3,,Cancelled,0
1370,79910,2025-03-12,Failed Asylum,3,,Appealed,1
1371,87304,2025-01-28,Fraudulent Documents,17,,Appealed,0
1372,39255,2025-12-18,Visa Overstay,26,,Stayed,0
1373,124539,2025-07-19,Visa Overstay,3,2025-08-07,Executed,1
1374,125290,2025-09-11,Criminal Offense,3,,Appealed,0
1375,55654,2025-04-20,Criminal Offense,48,2025-07-17,Executed,0
1376,50333,2025-02-24,Visa Overstay,28,2025-03-25,Executed,0
1377,19146,2025-07-05,Unauthorized Work,3,2025-08-28,Executed,0
1378,102552,2025-09-26,Unauthorized Work,1,2025-11-09,Executed,0
1379,108169,2025-05-02,Failed Asylum,48,2025-07-19,Executed,0
1380,74126,2025-08-03,Security Threat,3,,Stayed,0
1381,55149,2025-03-14,Visa Overstay,1,2025-04-02,Executed,0
1382,118106,2025-04-23,Visa Overstay,18,2025-05-25,Executed,1
1383,70504,2025-10-28,Failed Asylum,42,2025-11-27,Executed,0
1384,147786,2025-07-09,Security Threat,1,,Appealed,0
1385,12810,2025-08-10,Trafficking Involvement,3,2025-09-25,Executed,0
1386,134466,2025-12-08,Visa Overstay,26,,Issued,0
1387,3907,2025-04-13,Visa Overstay,1,,Stayed,1
1388,146487,2025-08-06,Fraudulent Documents,1,,Stayed,1
1389,112283,2025-03-24,Visa Overstay,1,2025-06-01,Executed,1
1390,40564,2025-03-25,Visa Overstay,11,,Stayed,1
1391,61411,2025-01-04,Visa Overstay,1,,Issued,1
1392,107592,2025-01-07,Fraudulent Documents,3,,Issued,0
1393,139568,2025-03-23,Visa Overstay,1,,Issued,1
1394,36323,2025-08-25,Failed Asylum,4,,Appealed,0
1395,143932,2025-06-26,Visa Overstay,1,,Cancelled,0
1396,103649,2025-03-12,Security Threat,2,,Stayed,0
1397,99960,2025-07-20,Failed Asylum,18,2025-07-27,Executed,0
1398,79895,2025-06-20,Failed Asylum,22,2025-09-18,Executed,0
1399,133056,2025-12-14,Trafficking Involvement,17,,Appealed,0
1400,35775,2025-04-27,Visa Overstay,4,,Issued,1
1401,6341,2025-10-09,Fraudulent Documents,19,,Appealed,0
1402,128133,2025-05-15,Visa Overstay,1,,Stayed,1
1403,142610,2025-05-08,Unauthorized Work,1,,Cancelled,1
1404,6051,2025-06-21,Failed Asylum,3,,Cancelled,0
1405,94372,2025-04-27,Security Threat,2,2025-07-03,Executed,0
1406,77299,2025-11-11,Visa Overstay,21,,Issued,0
1407,1595,2025-10-02,Failed Asylum,6,,Stayed,1
1408,20377,2025-05-16,Fraudulent Documents,17,,Appealed,0
1409,94001,2025-08-17,Criminal Offense,42,2025-09-28,Executed,0
1410,76359,2025-10-20,Failed Asylum,3,,Cancelled,0
1411,83983,2025-08-02,Other,6,2025-10-29,Executed,0
1412,117799,2025-02-13,Visa Overstay,4,,Cancelled,0
1413,110789,2025-08-06,Failed Asylum,3,2025-08-14,Executed,1
1414,16332,2025-08-25,Visa Overstay,4,2025-09-07,Executed,1
1415,46913,2025-01-25,Visa Overstay,1,2025-04-05,Executed,0
1416,24464,2025-03-06,Criminal Offense,3,,Issued,0
1417,41554,2025-02-11,Unauthorized Work,1,,Stayed,0
1418,84505,2025-12-17,Failed Asylum,17,,Issued,0
1419,55784,2025-08-14,Criminal Offense,1,,Appealed,0
1420,114073,2025-07-07,Visa Overstay,1,,Issued,0
1421,40971,2025-09-03,Failed Asylum,17,2025-11-16,Executed,0
1422,50949,2025-09-21,Visa Overstay,2,2025-11-15,Executed,0
1423,23902,2025-03-16,Visa Overstay,2,2025-04-25,Executed,0
1424,142313,2025-05-12,Other,16,,Issued,0
1425,87446,2025-12-21,Visa Overstay,5,,Issued,0
1426,123065,2025-06-02,Visa Overstay,1,,Stayed,0
1427,36189,2025-11-10,Failed Asylum,3,,Issued,0
1428,13892,2025-12-13,Visa Overstay,2,,Issued,1
1429,78058,2025-10-03,Visa Overstay,3,,Cancelled,0
1430,142826,2025-12-23,Visa Overstay,6,,Appealed,0
1431,108694,2025-02-14,Security Threat,3,2025-02-26,Executed,0
1432,70730,2025-11-09,Visa Overstay,1,2025-12-12,Executed,0
1433,62518,2025-09-24,Failed Asylum,18,2025-10-08,Executed,0
1434,32429,2025-01-19,Criminal Offense,2,2025-04-05,Executed,0
1435,31699,2025-01-01,Criminal Offense,2,,Issued,0
1436,122230,2025-05-18,Failed Asylum,3,2025-08-07,Executed,0
1437,121269,2025-03-18,Fraudulent Documents,41,,Stayed,0
1438,124581,2025-06-23,Failed Asylum,16,,Stayed,0
1439,83160,2025-10-17,Visa Overstay,48,,Issued,1
1440,6830,2025-10-18,Visa Overstay,4,,Stayed,1
1441,105589,2025-12-05,Unauthorized Work,1,,Issued,0
1442,132892,2025-12-16,Trafficking Involvement,1,,Stayed,0
1443,142599,2025-06-23,Security Threat,18,2025-07-02,Executed,0
1444,97659,2025-10-25,Failed Asylum,3,,Issued,0
1445,114832,2025-02-14,Failed Asylum,3,,Appealed,0
1446,53724,2025-06-16,Visa Overstay,1,,Cancelled,0
1447,117813,2025-12-17,Failed Asylum,3,,Issued,1
1448,105316,2025-10-15,Failed Asylum,3,,Cancelled,0
1449,111194,2025-05-05,Failed Asylum,17,,Appealed,0
1450,12439,2025-03-11,Security Threat,6,,Issued,0
1451,36166,2025-08-04,Fraudulent Documents,1,,Appealed,0
1452,141892,2025-03-16,Visa Overstay,2,2025-04-23,Executed,0
1453,143108,2025-01-27,Unauthorized Work,3,,Cancelled,0
1454,87455,2025-07-26,Other,18,,Appealed,0
1455,136907,2025-10-24,Visa Overstay,3,,Issued,1
1456,21683,2025-07-07,Failed Asylum,3,,Appealed,0
1457,110496,2025-09-22,Visa Overstay,26,2025-10-24,Executed,1
1458,40577,2025-11-10,Visa Overstay,16,,Appealed,1
1459,57564,2025-01-17,Failed Asylum,18,,Appealed,0
1460,88649,2025-02-11,Failed Asylum,19,,Stayed,0
1461,76417,2025-12-03,Failed Asylum,23,,Stayed,1
1462,52975,2025-09-11,Visa Overstay,1,,Stayed,0
1463,105928,2025-02-04,Fraudulent Documents,1,,Stayed,0
1464,139089,2025-01-10,Other,6,,Appealed,0
1465,103879,2025-04-18,Criminal Offense,1,,Stayed,1
1466,44846,2025-08-22,Fraudulent Documents,16,,Cancelled,0
1467,111962,2025-06-11,Visa Overstay,1,,Stayed,1
1468,64949,2025-12-11,Criminal Offense,1,,Stayed,0
1469,55712,2025-01-19,Security Threat,1,,Appealed,0
1470,13690,2025-07-05,Visa Overstay,20,2025-08-01,Executed,0
1471,144922,2025-07-14,Fraudulent Documents,1,2025-07-25,Executed,1
1472,101047,2025-01-25,Security Threat,6,2025-02-26,Executed,0
1473,88832,2025-05-03,Visa Overstay,3,,Stayed,0
1474,98662,2025-08-02,Visa Overstay,41,,Issued,0
1475,4040,2025-10-13,Visa Overstay,27,,Issued,0
1476,142412,2025-04-09,Visa Overstay,19,,Appealed,0
1477,4451,2025-09-13,Unauthorized Work,19,2025-09-30,Executed,0
1478,64036,2025-06-21,Failed Asylum,16,,Cancelled,0
1479,101091,2025-10-14,Security Threat,1,,Issued,0
1480,111574,2025-01-12,Criminal Offense,1,2025-02-13,Executed,0
1481,141883,2025-05-26,Visa Overstay,1,2025-07-12,Executed,1
1482,145399,2025-10-01,Failed Asylum,42,,Cancelled,0
1483,132169,2025-08-13,Visa Overstay,18,2025-10-30,Executed,1
1484,5453,2025-04-27,Failed Asylum,4,,Issued,0
1485,98277,2025-05-21,Visa Overstay,1,,Issued,0
1486,94830,2025-06-16,Security Threat,17,,Appealed,0
1487,14706,2025-03-07,Visa Overstay,1,2025-05-28,Executed,0
1488,119279,2025-07-11,Failed Asylum,3,,Issued,1
1489,26696,2025-08-14,Criminal Offense,4,,Appealed,0
1490,128790,2025-12-02,Visa Overstay,1,,Stayed,0
1491,138956,2025-05-26,Criminal Offense,1,,Stayed,0
1492,129980,2025-05-19,Failed Asylum,16,2025-08-06,Executed,0
1493,129980,2025-08-19,Fraudulent Documents,16,,Issued,0
1494,97948,2025-09-19,Fraudulent Documents,2,,Appealed,0
1495,19451,2025-06-14,Failed Asylum,3,2025-08-03,Executed,0
1496,22682,2025-11-27,Visa Overstay,1,,Cancelled,0
1497,30933,2025-01-16,Failed Asylum,23,,Appealed,1
1498,66350,2025-06-27,Visa Overstay,3,2025-09-06,Executed,1
1499,1576,2025-01-07,Other,17,,Issued,0
1500,12826,2025-12-25,Criminal Offense,1,,Appealed,1
1501,131169,2025-08-01,Failed Asylum,3,2025-08-27,Executed,0
1502,40352,2025-01-03,Unauthorized Work,1,,Issued,0
1503,123784,2025-08-25,Visa Overstay,18,,Issued,0
1504,48465,2025-02-03,Criminal Offense,1,2025-03-03,Executed,0
1505,38980,2025-10-11,Failed Asylum,3,,Issued,0
1506,14780,2025-08-06,Failed Asylum,17,,Appealed,0
1507,50076,2025-02-28,Fraudulent Documents,20,,Stayed,0
1508,145418,2025-12-20,Failed Asylum,16,2025-12-28,Executed,0
1509,100232,2025-07-23,Fraudulent Documents,19,,Appealed,1
1510,106898,2025-09-24,Security Threat,22,,Appealed,0
1511,44740,2025-08-11,Criminal Offense,17,2025-10-14,Executed,0
1512,70487,2025-10-16,Failed Asylum,3,,Cancelled,0
1513,70232,2025-10-12,Failed Asylum,19,2025-12-03,Executed,1
1514,49513,2025-11-09,Failed Asylum,17,2025-11-21,Executed,0
1515,78808,2025-06-10,Visa Overstay,3,,Appealed,0
1516,89386,2025-08-12,Failed Asylum,3,,Issued,0
1517,51022,2025-04-13,Visa Overstay,3,2025-07-06,Executed,1
1518,7271,2025-06-08,Failed Asylum,19,2025-07-06,Executed,0
1519,70333,2025-04-20,Unauthorized Work,1,2025-07-13,Executed,0
1520,101893,2025-10-09,Visa Overstay,1,,Issued,1
1521,63272,2025-11-13,Fraudulent Documents,1,,Appealed,0
1522,136019,2025-11-27,Fraudulent Documents,21,,Appealed,0
1523,119279,2025-08-19,Failed Asylum,3,,Issued,0
1524,145647,2025-08-18,Visa Overstay,2,,Appealed,1
1525,83430,2025-04-25,Failed Asylum,16,,Stayed,0
1526,29298,2025-11-22,Security Threat,1,,Issued,0
1527,43207,2025-07-06,Fraudulent Documents,1,2025-07-25,Executed,0
1528,105771,2025-04-22,Criminal Offense,48,2025-07-04,Executed,0
1529,56319,2025-09-02,Visa Overstay,1,,Stayed,1
1530,32572,2025-04-27,Failed Asylum,3,,Issued,0
1531,70171,2025-02-03,Visa Overstay,2,,Issued,1
1532,124330,2025-05-15,Visa Overstay,16,2025-08-07,Executed,1
1533,108368,2025-10-24,Visa Overstay,2,,Cancelled,0
1534,5497,2025-04-06,Fraudulent Documents,2,,Issued,0
1535,139717,2025-12-10,Failed Asylum,18,,Appealed,0
1536,15949,2025-12-25,Visa Overstay,43,,Stayed,1
1537,38882,2025-08-16,Failed Asylum,19,,Issued,0
1538,22931,2025-12-28,Criminal Offense,1,,Appealed,0
1539,138214,2025-12-05,Fraudulent Documents,4,,Issued,0
1540,30566,2025-10-26,Unauthorized Work,26,,Appealed,0
1541,92045,2025-05-01,Security Threat,7,2025-05-28,Executed,0
1542,7232,2025-06-20,Failed Asylum,41,,Stayed,0
1543,59277,2025-02-13,Criminal Offense,1,,Cancelled,0
1544,128958,2025-08-16,Failed Asylum,3,2025-11-04,Executed,0
1545,132964,2025-08-08,Trafficking Involvement,1,2025-10-13,Executed,0
1546,123151,2025-09-07,Security Threat,1,,Appealed,0
1547,56388,2025-04-03,Unauthorized Work,1,,Issued,0
1548,95142,2025-07-05,Visa Overstay,3,,Appealed,0
1549,116110,2025-03-12,Security Threat,3,,Appealed,0
1550,54975,2025-03-17,Visa Overstay,1,,Stayed,1
1551,5575,2025-08-08,Trafficking Involvement,6,,Appealed,0
1552,124540,2025-06-09,Visa Overstay,2,,Appealed,0
1553,16713,2025-11-24,Failed Asylum,18,,Appealed,0
1554,41000,2025-05-11,Failed Asylum,3,,Appealed,0
1555,45335,2025-12-28,Failed Asylum,17,,Issued,0
1556,86889,2025-04-15,Failed Asylum,3,2025-05-29,Executed,0
1557,51983,2025-02-02,Visa Overstay,2,,Stayed,0
1558,22541,2025-05-07,Failed Asylum,16,2025-07-06,Executed,0
1559,62882,2025-11-12,Unauthorized Work,3,,Issued,0
1560,94709,2025-03-07,Fraudulent Documents,19,2025-04-05,Executed,0
1561,42691,2025-06-23,Visa Overstay,1,2025-09-14,Executed,1
1562,85654,2025-11-17,Visa Overstay,1,,Issued,0
1563,126892,2025-11-24,Trafficking Involvement,5,,Issued,0
1564,54305,2025-11-22,Unauthorized Work,19,,Issued,0
1565,22,2025-06-05,Visa Overstay,1,,Appealed,0
1566,119756,2025-05-20,Fraudulent Documents,16,2025-06-29,Executed,1
1567,21279,2025-10-24,Failed Asylum,18,,Appealed,0
1568,21683,2025-07-16,Failed Asylum,3,,Appealed,0
1569,31171,2025-03-18,Unauthorized Work,41,,Issued,0
1570,29255,2025-04-01,Fraudulent Documents,2,,Cancelled,0
1571,52528,2025-09-24,Visa Overstay,3,,Appealed,1
1572,83916,2025-01-10,Failed Asylum,18,2025-01-26,Executed,0
1573,49996,2025-04-25,Security Threat,1,,Cancelled,0
1574,116071,2025-03-19,Trafficking Involvement,1,2025-04-27,Executed,0
1575,119333,2025-06-04,Failed Asylum,17,,Stayed,0
1576,76890,2025-04-09,Fraudulent Documents,1,,Issued,0
1577,74169,2025-10-02,Visa Overstay,6,2025-12-29,Executed,0
1578,41000,2025-04-17,Failed Asylum,3,,Cancelled,0
1579,15912,2025-01-10,Failed Asylum,3,,Issued,1
1580,106558,2025-10-16,Visa Overstay,1,,Stayed,1
1581,68388,2025-02-25,Criminal Offense,1,2025-05-22,Executed,0
1582,106065,2025-02-25,Visa Overstay,3,,Appealed,1
1583,98762,2025-11-22,Criminal Offense,1,,Issued,0
1584,90515,2025-06-11,Visa Overstay,3,,Appealed,0
1585,78175,2025-02-15,Security Threat,3,2025-02-22,Executed,0
1586,23242,2025-01-18,Failed Asylum,3,,Stayed,0
1587,138278,2025-06-05,Failed Asylum,17,,Appealed,0
1588,133918,2025-01-13,Failed Asylum,3,,Appealed,0
1589,136367,2025-08-02,Criminal Offense,2,2025-09-05,Executed,0
1590,119610,2025-12-20,Visa Overstay,3,,Stayed,0
1591,52619,2025-04-24,Visa Overstay,6,2025-06-02,Executed,0
1592,128243,2025-03-20,Fraudulent Documents,1,,Appealed,0
1593,41614,2025-02-05,Failed Asylum,3,2025-04-19,Executed,0
1594,108853,2025-02-15,Security Threat,4,,Stayed,0
1595,127580,2025-07-11,Visa Overstay,2,2025-07-31,Executed,0
1596,146954,2025-03-15,Visa Overstay,1,,Cancelled,1
1597,62105,2025-01-03,Failed Asylum,19,,Stayed,0
1598,87476,2025-12-03,Unauthorized Work,19,,Appealed,0
1599,72527,2025-03-22,Criminal Offense,1,,Issued,0
1600,35792,2025-11-14,Failed Asylum,16,,Issued,0
1601,59505,2025-11-03,Fraudulent Documents,12,,Issued,1
1602,62077,2025-12-02,Visa Overstay,23,,Issued,1
1603,115738,2025-08-15,Criminal Offense,7,,Cancelled,0
1604,57558,2025-09-19,Trafficking Involvement,1,2025-12-05,Executed,0
1605,22196,2025-01-24,Criminal Offense,19,,Issued,0
1606,58733,2025-08-09,Failed Asylum,18,2025-10-09,Executed,0
1607,44190,2025-09-20,Fraudulent Documents,3,,Appealed,0
1608,108569,2025-02-07,Criminal Offense,3,2025-03-09,Executed,0
1609,70024,2025-08-10,Visa Overstay,19,,Cancelled,1
1610,126913,2025-03-06,Criminal Offense,3,,Appealed,0
1611,71658,2025-02-11,Visa Overstay,1,,Appealed,1
1612,116002,2025-09-07,Failed Asylum,3,2025-11-10,Executed,0
1613,109529,2025-09-14,Visa Overstay,20,,Stayed,1
1614,76762,2025-03-12,Security Threat,2,,Appealed,0
1615,28583,2025-06-09,Visa Overstay,18,,Issued,1
1616,109168,2025-09-16,Visa Overstay,27,,Cancelled,1
1617,77629,2025-12-25,Visa Overstay,7,,Appealed,0
1618,109431,2025-09-26,Visa Overstay,1,,Stayed,0
1619,130500,2025-05-28,Fraudulent Documents,1,,Appealed,0
1620,16885,2025-01-06,Unauthorized Work,1,,Appealed,0
1621,69426,2025-12-18,Failed Asylum,18,,Stayed,1
1622,60369,2025-04-07,Visa Overstay,26,,Cancelled,1
1623,2463,2025-03-05,Trafficking Involvement,3,,Issued,0
1624,130064,2025-05-21,Failed Asylum,1,2025-07-24,Executed,0
1625,14194,2025-09-08,Unauthorized Work,17,,Stayed,1
1626,141309,2025-11-14,Visa Overstay,1,,Issued,0
1627,60433,2025-12-28,Failed Asylum,18,,Issued,0
1628,123395,2025-01-09,Failed Asylum,3,,Issued,0
1629,26169,2025-03-25,Security Threat,18,2025-04-01,Executed,0
1630,69088,2025-04-19,Failed Asylum,3,,Appealed,1
1631,131631,2025-08-06,Visa Overstay,4,2025-10-27,Executed,0
1632,2320,2025-08-08,Visa Overstay,2,,Cancelled,0
1633,67803,2025-01-02,Visa Overstay,3,2025-03-17,Executed,0
1634,11434,2025-01-01,Other,4,,Appealed,0
1635,99804,2025-02-13,Trafficking Involvement,1,,Issued,0
1636,81701,2025-06-07,Visa Overstay,1,,Cancelled,0
1637,114115,2025-02-04,Fraudulent Documents,6,2025-04-18,Executed,0
1638,17229,2025-09-07,Security Threat,1,,Stayed,0
1639,115259,2025-05-07,Visa Overstay,2,,Cancelled,1
1640,124775,2025-03-13,Visa Overstay,18,,Appealed,0
1641,127860,2025-10-11,Fraudulent Documents,21,2025-12-25,Executed,0
1642,81402,2025-03-04,Failed Asylum,3,,Appealed,0
1643,75544,2025-07-17,Failed Asylum,18,2025-08-06,Executed,0
1644,124469,2025-07-08,Failed Asylum,3,,Cancelled,0
1645,9140,2025-06-19,Visa Overstay,3,2025-07-05,Executed,0
1646,5926,2025-11-15,Visa Overstay,1,,Issued,0
1647,9657,2025-01-16,Fraudulent Documents,1,2025-02-02,Executed,1
1648,146728,2025-03-16,Visa Overstay,1,,Appealed,0
1649,19621,2025-03-24,Visa Overstay,1,,Stayed,0
1650,10098,2025-06-26,Unauthorized Work,4,,Stayed,0
1651,33129,2025-02-12,Security Threat,2,2025-04-05,Executed,0
1652,65498,2025-12-07,Trafficking Involvement,16,,Issued,0
1653,111422,2025-12-16,Criminal Offense,1,,Issued,0
1654,31150,2025-03-19,Failed Asylum,1,2025-06-09,Executed,0
1655,39117,2025-07-03,Failed Asylum,42,2025-07-30,Executed,0
1656,134207,2025-07-04,Criminal Offense,8,2025-08-27,Executed,0
1657,74989,2025-08-06,Visa Overstay,18,2025-09-30,Executed,1
1658,129845,2025-02-17,Failed Asylum,16,,Appealed,0
1659,92958,2025-05-26,Trafficking Involvement,16,,Appealed,0
1660,145703,2025-09-04,Unauthorized Work,1,,Issued,0
1661,20248,2025-06-02,Visa Overstay,4,2025-07-15,Executed,1
1662,11289,2025-10-04,Failed Asylum,3,,Issued,0
1663,126101,2025-07-16,Visa Overstay,6,,Appealed,1
1664,100667,2025-08-12,Visa Overstay,1,,Issued,1
1665,14193,2025-09-28,Fraudulent Documents,30,,Issued,0
1666,20862,2025-06-18,Fraudulent Documents,3,2025-09-12,Executed,0
1667,17250,2025-08-25,Unauthorized Work,8,,Issued,0
1668,85782,2025-05-25,Trafficking Involvement,42,,Appealed,0
1669,103670,2025-07-04,Visa Overstay,27,,Stayed,0
1670,105158,2025-04-22,Fraudulent Documents,16,2025-06-22,Executed,0
1671,38856,2025-11-06,Other,1,,Issued,0
1672,47978,2025-11-05,Fraudulent Documents,17,2025-12-25,Executed,0
1673,11990,2025-02-09,Failed Asylum,3,,Appealed,1
1674,122260,2025-11-20,Fraudulent Documents,16,2025-11-29,Executed,0
1675,14433,2025-03-25,Criminal Offense,6,,Appealed,0
1676,71892,2025-02-06,Security Threat,1,2025-04-09,Executed,0
1677,72341,2025-11-24,Security Threat,18,,Appealed,0
1678,129219,2025-08-16,Visa Overstay,3,,Cancelled,0
1679,117915,2025-06-16,Visa Overstay,19,2025-08-20,Executed,0
1680,758,2025-01-27,Fraudulent Documents,2,2025-04-10,Executed,0
1681,8237,2025-08-28,Visa Overstay,3,2025-10-01,Executed,1
1682,141763,2025-02-23,Visa Overstay,5,,Appealed,0
1683,76095,2025-03-10,Fraudulent Documents,1,,Cancelled,1
1684,140921,2025-10-27,Failed Asylum,22,,Appealed,1
1685,149275,2025-09-23,Visa Overstay,3,2025-11-09,Executed,0
1686,138871,2025-09-10,Unauthorized Work,3,,Appealed,0
1687,126945,2025-09-18,Visa Overstay,3,2025-10-21,Executed,0
1688,149659,2025-06-21,Visa Overstay,6,2025-08-15,Executed,1
1689,46382,2025-01-09,Visa Overstay,1,,Appealed,0
1690,138357,2025-08-02,Visa Overstay,1,,Stayed,1
1691,20229,2025-09-01,Visa Overstay,42,,Issued,0
1692,138803,2025-09-10,Fraudulent Documents,6,2025-10-18,Executed,1
1693,48863,2025-11-13,Visa Overstay,2,,Stayed,0
1694,94882,2025-02-21,Visa Overstay,18,2025-03-05,Executed,0
1695,101580,2025-07-10,Visa Overstay,1,2025-09-02,Executed,0
1696,5380,2025-03-04,Failed Asylum,19,2025-03-26,Executed,1
1697,115324,2025-01-05,Other,3,,Issued,0
1698,90753,2025-06-27,Failed Asylum,3,,Appealed,0
1699,32903,2025-08-26,Failed Asylum,3,2025-09-07,Executed,0
1700,98276,2025-02-08,Criminal Offense,19,,Cancelled,0
1701,26832,2025-03-27,Fraudulent Documents,4,,Appealed,1
1702,107156,2025-04-20,Visa Overstay,3,2025-05-17,Executed,1
1703,3982,2025-07-13,Failed Asylum,30,2025-08-17,Executed,0
1704,5380,2025-03-09,Failed Asylum,19,2025-05-11,Executed,0
1705,40678,2025-06-21,Security Threat,3,2025-07-17,Executed,0
1706,113891,2025-11-03,Failed Asylum,3,,Stayed,0
1707,112694,2025-03-24,Visa Overstay,2,,Issued,0
1708,112193,2025-10-05,Criminal Offense,1,2025-10-26,Executed,0
1709,101317,2025-08-12,Failed Asylum,3,2025-10-26,Executed,1
1710,9351,2025-01-14,Failed Asylum,19,,Cancelled,0
1711,138295,2025-07-01,Unauthorized Work,1,,Stayed,0
1712,48600,2025-11-03,Fraudulent Documents,3,,Appealed,0
1713,72875,2025-06-17,Visa Overstay,26,,Issued,0
1714,131150,2025-05-22,Failed Asylum,3,2025-08-16,Executed,0
1715,128545,2025-04-11,Fraudulent Documents,3,,Stayed,0
1716,125994,2025-07-26,Failed Asylum,17,,Cancelled,0
1717,13782,2025-07-25,Failed Asylum,3,,Appealed,0
1718,80042,2025-09-12,Trafficking Involvement,14,,Issued,0
1719,42828,2025-04-04,Visa Overstay,3,,Issued,1
1720,11547,2025-09-25,Other,1,,Appealed,0
1721,1080,2025-03-12,Failed Asylum,19,,Issued,0
1722,127342,2025-01-13,Failed Asylum,3,,Cancelled,0
1723,97351,2025-03-25,Visa Overstay,6,,Appealed,1
1724,35850,2025-01-20,Visa Overstay,2,2025-02-05,Executed,0
1725,84590,2025-04-22,Visa Overstay,2,,Stayed,0
1726,149859,2025-11-02,Visa Overstay,23,,Cancelled,0
1727,92852,2025-04-23,Visa Overstay,1,,Stayed,1
1728,20891,2025-04-15,Failed Asylum,3,,Appealed,0
1729,108102,2025-01-12,Visa Overstay,48,2025-03-21,Executed,0
1730,72041,2025-02-11,Failed Asylum,16,2025-03-16,Executed,0
1731,15822,2025-12-20,Unauthorized Work,1,,Issued,1
1732,63010,2025-08-07,Visa Overstay,2,,Issued,0
1733,51598,2025-10-26,Failed Asylum,16,,Appealed,0
1734,26035,2025-09-06,Security Threat,12,,Stayed,0
1735,44817,2025-02-22,Visa Overstay,19,,Issued,0
1736,34337,2025-09-09,Visa Overstay,43,,Issued,0
1737,102698,2025-07-27,Failed Asylum,8,,Appealed,0
1738,3156,2025-02-08,Failed Asylum,3,,Issued,0
1739,122768,2025-11-08,Trafficking Involvement,1,,Appealed,0
1740,105958,2025-10-19,Unauthorized Work,1,,Stayed,1
1741,26091,2025-09-11,Fraudulent Documents,19,,Stayed,0
1742,60557,2025-11-26,Visa Overstay,18,,Issued,1
1743,110510,2025-09-02,Visa Overstay,3,2025-10-03,Executed,1
1744,122182,2025-11-06,Failed Asylum,3,,Issued,0
1745,59366,2025-09-24,Other,3,,Appealed,0
1746,28239,2025-12-15,Failed Asylum,3,,Issued,1
1747,34827,2025-05-17,Other,1,2025-08-07,Executed,0
1748,39601,2025-02-01,Failed Asylum,17,,Appealed,1
1749,140273,2025-03-20,Other,1,,Issued,0
1750,124116,2025-02-23,Fraudulent Documents,12,2025-03-20,Executed,0
1751,17413,2025-04-18,Criminal Offense,3,2025-06-14,Executed,0
1752,8360,2025-05-27,Visa Overstay,2,2025-08-01,Executed,1
1753,133512,2025-08-19,Failed Asylum,3,,Issued,1
1754,85849,2025-06-08,Visa Overstay,1,,Issued,0
1755,132622,2025-12-07,Failed Asylum,3,,Appealed,0
1756,138087,2025-03-03,Visa Overstay,1,,Appealed,0
1757,57040,2025-08-20,Visa Overstay,1,,Issued,0
1758,21245,2025-09-21,Visa Overstay,1,,Appealed,1
1759,103934,2025-04-10,Failed Asylum,41,,Appealed,0
1760,33716,2025-10-11,Visa Overstay,1,2025-10-30,Executed,0
1761,132298,2025-12-24,Visa Overstay,2,,Appealed,0
1762,1566,2025-06-18,Failed Asylum,3,,Appealed,0
1763,62589,2025-05-27,Visa Overstay,12,,Issued,0
1764,135715,2025-02-28,Fraudulent Documents,3,2025-03-30,Executed,0
1765,105109,2025-07-22,Failed Asylum,17,2025-09-01,Executed,1
1766,16807,2025-09-22,Visa Overstay,2,2025-11-01,Executed,0
1767,124990,2025-09-01,Visa Overstay,1,2025-09-22,Executed,1
1768,29485,2025-01-12,Fraudulent Documents,2,2025-04-03,Executed,1
1769,67719,2025-11-18,Criminal Offense,3,,Stayed,0
1770,130283,2025-12-12,Failed Asylum,1,,Issued,0
1771,62826,2025-08-09,Trafficking Involvement,7,,Issued,0
1772,89092,2025-07-02,Visa Overstay,1,,Cancelled,1
1773,22696,2025-10-06,Security Threat,1,2025-11-28,Executed,0
1774,129651,2025-07-18,Security Threat,2,2025-08-05,Executed,0
1775,16780,2025-12-14,Fraudulent Documents,1,,Stayed,0
1776,98354,2025-07-01,Other,23,,Issued,0
1777,71241,2025-10-07,Failed Asylum,3,,Issued,0
1778,32762,2025-03-20,Visa Overstay,13,,Appealed,1
1779,26925,2025-06-18,Visa Overstay,17,,Stayed,0
1780,70276,2025-08-02,Visa Overstay,3,,Cancelled,0
1781,104491,2025-03-13,Trafficking Involvement,3,2025-04-13,Executed,0
1782,74894,2025-02-23,Failed Asylum,3,,Stayed,0
1783,148744,2025-04-21,Trafficking Involvement,19,2025-05-22,Executed,0
1784,69973,2025-08-22,Criminal Offense,16,,Appealed,1
1785,7730,2025-10-08,Fraudulent Documents,3,,Stayed,0
1786,69032,2025-01-06,Visa Overstay,4,2025-01-17,Executed,0
1787,15264,2025-02-06,Failed Asylum,3,2025-03-28,Executed,0
1788,117895,2025-08-21,Failed Asylum,3,,Cancelled,0
1789,120768,2025-08-02,Visa Overstay,16,,Stayed,1
1790,43931,2025-06-03,Fraudulent Documents,44,2025-08-31,Executed,1
1791,42801,2025-02-18,Other,3,,Appealed,0
1792,82677,2025-10-25,Unauthorized Work,26,2025-12-03,Executed,0
1793,36460,2025-05-09,Failed Asylum,2,2025-05-28,Executed,0
1794,63890,2025-08-18,Trafficking Involvement,1,2025-09-24,Executed,0
1795,133563,2025-09-25,Unauthorized Work,1,2025-12-23,Executed,1
