claim_id,traveler_id,filing_date,claim_basis,origin_country_id,status,decision_date,assigned_officer,dependents_count
1652,82552,2025-07-15,War,3,Denied,2025-09-24,Irfan Riaz,2
1653,67269,2025-10-15,Ethnic,19,Under Review,,Lubna Paracha,0
1654,101317,2025-04-21,Ethnic,3,Denied,2025-09-13,Irfan Riaz,1
1655,28206,2025-12-28,Political,1,Under Review,,Saima Sethi,3
1656,114566,2025-07-27,Ethnic,23,Withdrawn,2025-11-30,Asad Chaudhry,2
1657,499,2025-09-13,Persecution,22,Approved,2025-11-30,Hina Bukhari,2
1658,77183,2025-06-10,Persecution,19,Denied,2025-09-08,Zafar Mahmood,0
1659,45780,2025-03-11,War,18,Withdrawn,2025-08-11,Tahira Riaz,2
1660,77302,2025-10-16,Religious,16,Filed,,Waqas Akhtar,4
1661,127294,2025-02-06,Political,3,Interview Scheduled,,Hina Bukhari,1
1662,86213,2025-09-19,Persecution,3,Approved,2025-12-08,Tariq Sethi,0
1663,71372,2025-05-11,War,3,Under Review,,Shazia Akhtar,2
1664,72958,2025-07-01,War,16,Appealed,2025-12-18,Samina Paracha,0
1665,20674,2025-03-08,War,3,Under Review,,Rashid Mahmood,1
1666,49469,2025-06-07,Political,2,Interview Scheduled,,Waqas Gondal,2
1667,109650,2025-11-19,Political,3,Under Review,,Samina Chaudhry,0
1668,118366,2025-11-02,Political,3,Under Review,,Sobia Paracha,2
1669,80110,2025-01-14,War,48,Under Review,,Fahad Chaudhry,0
1670,546,2025-10-06,War,16,Under Review,,Kamran Lodhi,0
1671,12885,2025-08-26,War,1,Under Review,,Zafar Akhtar,1
1672,4485,2025-08-25,Political,19,Under Review,,Bilal Lodhi,1
1673,120303,2025-03-03,Ethnic,3,Under Review,,Samina Gondal,1
1674,88197,2025-01-27,War,1,Approved,2025-06-26,Lubna Paracha,1
1675,140694,2025-08-11,Ethnic,18,Denied,2025-11-21,Kamran Riaz,1
1676,22694,2025-10-13,Other,4,Under Review,,Uzma Mahmood,1
1677,17941,2025-11-17,Religious,18,Under Review,,Uzma Sethi,1
1678,102233,2025-07-20,Persecution,42,Appealed,2025-10-27,Fahad Gondal,0
1679,131452,2025-06-04,Persecution,42,Interview Scheduled,,Naveed Paracha,1
1680,119635,2025-02-22,Political,3,Withdrawn,2025-08-19,Tariq Syed,3
1681,73979,2025-01-09,War,3,Appealed,2025-03-14,Shazia Lodhi,2
1682,45194,2025-12-24,Political,3,Under Review,,Sobia Lodhi,1
1683,112342,2025-05-15,War,17,Appealed,2025-07-01,Tariq Riaz,2
1684,147443,2025-10-22,Persecution,3,Under Review,,Uzma Riaz,1
1685,67035,2025-06-17,Political,3,Appealed,2025-09-14,Tariq Mahmood,0
1686,112648,2025-03-17,War,3,Interview Scheduled,,Hina Riaz,1
1687,123218,2025-11-21,War,16,Filed,,Irfan Chaudhry,2
1688,103092,2025-05-28,Religious,3,Approved,2025-10-07,Fahad Akhtar,2
1689,105949,2025-08-20,Persecution,22,Approved,2025-11-03,Zafar Syed,2
1690,59208,2025-05-09,Political,3,Filed,,Zafar Bukhari,0
1691,127226,2025-08-08,Ethnic,3,Filed,,Amjad Chaudhry,1
1692,19685,2025-01-01,Political,3,Under Review,,Naveed Paracha,3
1693,28773,2025-11-12,War,21,Under Review,,Irfan Bukhari,0
1694,45632,2025-05-14,Political,42,Appealed,2025-07-23,Sobia Chaudhry,3
1695,36111,2025-09-26,War,3,Filed,,Hina Syed,2
1696,122344,2025-11-12,Political,3,Under Review,,Asad Paracha,0
1697,131331,2025-07-02,Ethnic,17,Denied,2025-08-09,Bilal Sethi,4
1698,87664,2025-01-04,Political,16,Interview Scheduled,,Naveed Gondal,3
1699,23712,2025-05-15,Religious,1,Appealed,2025-08-13,Fahad Paracha,3
1700,25866,2025-06-18,Ethnic,17,Appealed,2025-10-01,Tariq Chaudhry,1
1701,17298,2025-10-23,Ethnic,3,Under Review,,Amjad Paracha,2
1702,27222,2025-02-25,Ethnic,3,Denied,2025-04-29,Saima Gondal,0
1703,146175,2025-03-13,War,3,Approved,2025-08-19,Bilal Lodhi,4
1704,42375,2025-01-28,Persecution,12,Under Review,,Lubna Bukhari,0
1705,27492,2025-08-26,Persecution,17,Under Review,,Fahad Sethi,1
1706,110339,2025-03-03,Religious,17,Under Review,,Tahira Syed,1
1707,136711,2025-04-13,Political,3,Denied,2025-07-24,Saima Lodhi,1
1708,13875,2025-11-04,War,3,Filed,,Fahad Paracha,1
1709,53853,2025-11-06,War,23,Under Review,,Bilal Bukhari,2
1710,140416,2025-07-25,Political,3,Approved,2025-12-06,Nadia Syed,2
1711,72074,2025-01-04,War,16,Appealed,2025-07-03,Samina Gondal,4
1712,11862,2025-08-14,Ethnic,17,Under Review,,Bilal Chaudhry,0
1713,47655,2025-09-17,Religious,3,Denied,2025-12-21,Uzma Akhtar,4
1714,17958,2025-07-08,War,16,Denied,2025-10-08,Naveed Syed,5
1715,104859,2025-07-10,Persecution,22,Denied,2025-12-31,Lubna Mahmood,2
1716,117042,2025-05-05,War,3,Under Review,,Fahad Lodhi,1
1717,77575,2025-03-18,Gender-Based,48,Approved,2025-06-24,Fahad Syed,0
1718,85791,2025-08-14,Political,3,Interview Scheduled,,Uzma Riaz,6
1719,122569,2025-08-14,War,16,Denied,2025-11-25,Tariq Syed,0
1720,18577,2025-10-22,War,42,Under Review,,Rashid Akhtar,0
1721,103929,2025-02-26,Ethnic,1,Approved,2025-07-07,Fahad Lodhi,1
1722,31286,2025-11-06,War,3,Under Review,,Kamran Lodhi,0
1723,107209,2025-04-21,Ethnic,22,Denied,2025-09-27,Irfan Riaz,2
1724,56073,2025-03-22,Ethnic,3,Approved,2025-06-28,Saima Gondal,0
1725,16526,2025-06-28,Persecution,3,Appealed,2025-11-14,Kamran Bukhari,4
1726,21357,2025-04-25,War,3,Denied,2025-06-01,Amjad Syed,4
1727,134739,2025-03-07,War,3,Under Review,,Shazia Paracha,5
1728,56184,2025-12-02,War,17,Under Review,,Tariq Syed,0
1729,12819,2025-03-07,Ethnic,17,Interview Scheduled,,Asad Mahmood,0
1730,22541,2025-04-01,War,16,Under Review,,Hina Gondal,2
1731,121274,2025-11-11,Persecution,3,Under Review,,Sobia Mahmood,0
1732,57941,2025-10-07,War,18,Under Review,,Samina Akhtar,0
1733,95062,2025-12-01,Persecution,19,Under Review,,Samina Chaudhry,0
1734,112799,2025-12-20,Ethnic,18,Under Review,,Irfan Riaz,1
1735,109843,2025-12-22,Persecution,3,Under Review,,Irfan Paracha,1
1736,13979,2025-06-12,Political,19,Denied,2025-10-16,Kamran Chaudhry,4
1737,41343,2025-09-06,Persecution,1,Under Review,,Nadia Sethi,1
1738,100648,2025-04-06,Other,3,Denied,2025-08-19,Irfan Sethi,1
1739,33333,2025-03-01,Persecution,3,Approved,2025-05-04,Lubna Chaudhry,2
1740,140643,2025-11-20,Political,3,Under Review,,Kamran Riaz,0
1741,18850,2025-08-22,Persecution,3,Under Review,,Rashid Riaz,0
1742,149513,2025-08-16,War,3,Approved,2025-11-28,Uzma Akhtar,1
1743,132781,2025-09-13,Ethnic,3,Under Review,,Zafar Bukhari,0
1744,120373,2025-03-15,War,17,Approved,2025-08-06,Saima Sethi,1
1745,123495,2025-09-10,Ethnic,48,Under Review,,Samina Sethi,4
1746,102290,2025-01-23,War,19,Under Review,,Kamran Chaudhry,0
1747,71709,2025-02-01,Gender-Based,3,Filed,,Uzma Mahmood,3
1748,37046,2025-02-07,Political,3,Denied,2025-04-13,Samina Chaudhry,0
1749,3417,2025-05-23,Political,22,Appealed,2025-08-07,Tahira Mahmood,2
1750,88119,2025-10-10,War,18,Under Review,,Tahira Mahmood,2
1751,62169,2025-07-17,Persecution,3,Under Review,,Sobia Mahmood,1
1752,116035,2025-11-02,Persecution,18,Under Review,,Shazia Sethi,4
1753,19343,2025-02-15,Ethnic,23,Filed,,Naveed Chaudhry,1
1754,94369,2025-10-02,Ethnic,3,Under Review,,Tariq Sethi,2
1755,123121,2025-06-17,Political,3,Denied,2025-11-26,Nadia Chaudhry,1
1756,38035,2025-09-13,War,3,Under Review,,Waqas Gondal,3
1757,115998,2025-11-04,War,3,Under Review,,Waqas Paracha,3
1758,24607,2025-04-07,Political,19,Under Review,,Amjad Lodhi,0
1759,129845,2025-08-16,War,16,Denied,2025-11-04,Tahira Mahmood,2
1760,91419,2025-08-07,War,19,Withdrawn,2025-11-23,Irfan Gondal,0
1761,76366,2025-06-21,Political,12,Approved,2025-10-21,Naveed Chaudhry,3
1762,63242,2025-07-13,War,16,Approved,2025-11-13,Samina Lodhi,0
1763,36064,2025-09-23,Political,3,Filed,,Saima Bukhari,0
1764,10442,2025-02-14,Political,3,Under Review,,Zafar Lodhi,0
1765,69656,2025-02-07,Persecution,3,Under Review,,Nadia Riaz,4
1766,15655,2025-10-19,Religious,17,Under Review,,Rashid Lodhi,3
1767,110255,2025-07-08,Ethnic,18,Under Review,,Amjad Paracha,0
1768,62088,2025-08-23,War,17,Under Review,,Naveed Riaz,0
1769,116859,2025-07-19,Political,18,Approved,2025-10-09,Amjad Akhtar,4
1770,61742,2025-03-01,Persecution,22,Interview Scheduled,,Naveed Paracha,0
1771,63545,2025-07-05,Persecution,3,Under Review,,Asad Gondal,4
1772,107498,2025-04-11,War,17,Approved,2025-06-17,Samina Lodhi,1
1773,123746,2025-09-15,War,41,Under Review,,Naveed Syed,1
1774,52938,2025-08-07,Persecution,18,Appealed,2025-12-23,Lubna Riaz,2
1775,18927,2025-05-08,Persecution,3,Appealed,2025-07-29,Sobia Paracha,2
1776,85323,2025-01-03,War,16,Filed,,Irfan Paracha,1
1777,15708,2025-12-06,Ethnic,2,Filed,,Samina Syed,1
1778,97470,2025-04-13,Gender-Based,3,Under Review,,Rashid Gondal,1
1779,110350,2025-02-13,Religious,16,Interview Scheduled,,Fahad Bukhari,0
1780,131208,2025-04-08,War,17,Denied,2025-07-11,Fahad Sethi,2
1781,149983,2025-07-06,Persecution,3,Filed,,Sobia Syed,1
1782,149479,2025-03-11,Persecution,8,Under Review,,Amjad Lodhi,0
1783,16938,2025-06-03,War,3,Withdrawn,2025-10-23,Rashid Mahmood,1
1784,8977,2025-06-26,Political,3,Approved,2025-12-09,Rashid Akhtar,2
1785,51655,2025-04-09,Persecution,42,Under Review,,Zafar Akhtar,4
1786,115570,2025-05-13,War,3,Appealed,2025-10-12,Rashid Bukhari,1
1787,19283,2025-08-04,War,17,Under Review,,Fahad Syed,2
1788,89958,2025-01-18,War,19,Approved,2025-02-27,Shazia Mahmood,6
1789,102469,2025-01-17,Persecution,3,Denied,2025-03-21,Uzma Chaudhry,1
1790,90678,2025-09-13,Religious,41,Denied,2025-10-27,Kamran Lodhi,3
1791,133823,2025-09-09,War,3,Interview Scheduled,,Kamran Lodhi,2
1792,99895,2025-04-03,War,3,Under Review,,Fahad Paracha,0
1793,129338,2025-06-06,War,26,Interview Scheduled,,Zafar Paracha,3
1794,3768,2025-02-06,Ethnic,23,Denied,2025-03-16,Shazia Sethi,2
1795,129201,2025-03-09,Ethnic,23,Under Review,,Zafar Riaz,1
1796,145339,2025-09-08,Political,3,Under Review,,Amjad Gondal,4
1797,113508,2025-03-02,Political,16,Interview Scheduled,,Hina Mahmood,0
1798,37105,2025-04-11,Political,3,Denied,2025-09-04,Tariq Mahmood,1
1799,99653,2025-03-18,Ethnic,22,Denied,2025-09-11,Zafar Lodhi,1
1800,126793,2025-02-04,Persecution,22,Under Review,,Nadia Akhtar,0
1801,54768,2025-11-11,War,16,Under Review,,Samina Riaz,1
1802,88614,2025-02-22,War,3,Approved,2025-06-29,Rashid Chaudhry,1
1803,93534,2025-05-10,Persecution,3,Under Review,,Uzma Bukhari,1
1804,91111,2025-01-07,Persecution,3,Denied,2025-03-03,Hina Sethi,3
1805,126553,2025-08-06,Political,18,Approved,2025-11-30,Sobia Lodhi,2
1806,40243,2025-01-13,Political,19,Approved,2025-05-22,Rashid Sethi,3
1807,41280,2025-06-08,Political,3,Approved,2025-10-29,Naveed Akhtar,0
1808,2120,2025-11-14,Gender-Based,42,Filed,,Fahad Chaudhry,5
1809,13538,2025-10-19,Religious,23,Under Review,,Rashid Chaudhry,0
1810,48463,2025-10-21,Persecution,3,Under Review,,Tahira Mahmood,0
1811,76725,2025-06-18,Ethnic,3,Interview Scheduled,,Irfan Syed,3
1812,106560,2025-04-09,War,3,Withdrawn,2025-07-09,Fahad Riaz,3
1813,114377,2025-08-17,War,3,Filed,,Waqas Syed,2
1814,44426,2025-10-25,Political,48,Under Review,,Zafar Gondal,2
1815,29958,2025-10-03,Religious,5,Appealed,2025-12-08,Uzma Bukhari,3
1816,148377,2025-05-14,Ethnic,3,Appealed,2025-08-26,Kamran Bukhari,2
1817,58706,2025-09-17,Ethnic,6,Approved,2025-12-20,Nadia Riaz,4
1818,97234,2025-05-26,Gender-Based,48,Appealed,2025-10-11,Hina Syed,1
1819,49562,2025-05-17,Persecution,3,Under Review,,Fahad Riaz,1
1820,141176,2025-12-02,Political,3,Under Review,,Shazia Lodhi,0
1821,119600,2025-12-14,Ethnic,3,Under Review,,Tahira Sethi,2
1822,149995,2025-11-01,Ethnic,3,Filed,,Nadia Mahmood,2
1823,131237,2025-12-03,War,16,Under Review,,Shazia Paracha,2
1824,145764,2025-06-09,Persecution,3,Under Review,,Rashid Akhtar,1
1825,111908,2025-11-17,Ethnic,3,Under Review,,Tariq Mahmood,2
1826,14130,2025-07-06,Persecution,19,Filed,,Tahira Riaz,0
1827,115762,2025-02-03,Persecution,3,Interview Scheduled,,Kamran Mahmood,0
1828,81896,2025-10-08,Political,3,Under Review,,Irfan Paracha,0
1829,36938,2025-08-12,Political,16,Under Review,,Zafar Mahmood,4
1830,28523,2025-09-02,Persecution,3,Under Review,,Hina Syed,0
1831,43081,2025-02-25,Persecution,3,Under Review,,Kamran Bukhari,4
1832,74124,2025-06-03,Persecution,19,Approved,2025-07-22,Zafar Bukhari,2
1833,78636,2025-06-05,War,1,Approved,2025-08-26,Asad Sethi,1
1834,11212,2025-09-21,War,41,Under Review,,Asad Mahmood,2
1835,46404,2025-12-11,Political,3,Under Review,,Hina Syed,3
1836,48945,2025-11-15,War,3,Under Review,,Sobia Syed,4
1837,98054,2025-08-22,War,3,Appealed,2025-12-25,Zafar Paracha,3
1838,139835,2025-11-18,Persecution,18,Under Review,,Shazia Bukhari,2
1839,89715,2025-09-14,Religious,3,Under Review,,Nadia Sethi,1
1840,45755,2025-04-22,War,16,Denied,2025-07-20,Shazia Sethi,1
1841,73125,2025-04-02,War,41,Filed,,Sobia Lodhi,0
1842,115378,2025-09-01,Persecution,19,Withdrawn,2025-10-05,Tahira Chaudhry,2
1843,149452,2025-09-23,War,42,Under Review,,Samina Sethi,0
1844,95717,2025-03-22,Political,3,Interview Scheduled,,Asad Paracha,0
1845,147734,2025-07-28,Political,41,Appealed,2025-09-23,Kamran Syed,0
1846,140075,2025-03-25,Political,16,Under Review,,Bilal Riaz,0
1847,70970,2025-02-19,Gender-Based,3,Under Review,,Sobia Akhtar,2
1848,148505,2025-05-06,Persecution,3,Filed,,Asad Paracha,0
1849,83954,2025-01-19,Persecution,22,Interview Scheduled,,Sobia Syed,2
1850,16585,2025-12-01,Ethnic,22,Filed,,Asad Bukhari,4
1851,76304,2025-09-25,Ethnic,48,Under Review,,Uzma Riaz,5
1852,92884,2025-10-18,Ethnic,3,Approved,2025-12-19,Lubna Syed,0
1853,134533,2025-09-20,Religious,3,Approved,2025-12-29,Tariq Syed,4
1854,82413,2025-04-11,War,3,Denied,2025-10-03,Tahira Bukhari,2
1855,77540,2025-01-06,Persecution,22,Approved,2025-02-20,Asad Paracha,2
1856,92890,2025-10-20,Political,17,Under Review,,Sobia Riaz,4
1857,105483,2025-07-24,War,42,Denied,2025-12-18,Lubna Mahmood,2
1858,141168,2025-10-12,Ethnic,3,Denied,2025-12-07,Tahira Chaudhry,0
1859,110344,2025-07-22,Gender-Based,42,Under Review,,Kamran Chaudhry,2
1860,28446,2025-12-11,Ethnic,3,Under Review,,Rashid Lodhi,2
1861,44138,2025-08-17,Political,3,Approved,2025-12-16,Irfan Syed,1
1862,21125,2025-07-05,War,3,Denied,2025-11-09,Waqas Chaudhry,3
1863,105343,2025-12-04,Persecution,18,Under Review,,Naveed Syed,0
1864,108798,2025-09-19,Persecution,19,Interview Scheduled,,Samina Paracha,2
1865,93806,2025-06-11,Persecution,3,Interview Scheduled,,Hina Syed,1
1866,93051,2025-03-01,Political,3,Interview Scheduled,,Samina Riaz,4
1867,35907,2025-04-13,War,3,Denied,2025-07-13,Kamran Mahmood,5
1868,25928,2025-01-15,Political,3,Approved,2025-03-20,Hina Lodhi,0
1869,40909,2025-09-27,Religious,3,Under Review,,Sobia Sethi,1
1870,121713,2025-06-21,Persecution,18,Denied,2025-08-31,Nadia Chaudhry,0
1871,13186,2025-03-27,War,3,Approved,2025-05-17,Shazia Mahmood,3
1872,108246,2025-02-01,Political,3,Denied,2025-06-02,Uzma Bukhari,0
1873,130296,2025-08-18,War,18,Under Review,,Naveed Lodhi,0
1874,73148,2025-10-07,War,19,Under Review,,Amjad Akhtar,4
1875,140804,2025-10-26,War,3,Under Review,,Tahira Bukhari,1
1876,37812,2025-11-09,Political,3,Under Review,,Lubna Mahmood,0
1877,22463,2025-02-18,Ethnic,3,Filed,,Rashid Lodhi,2
1878,26774,2025-03-28,War,3,Under Review,,Uzma Chaudhry,1
1879,31468,2025-03-21,Political,19,Denied,2025-09-10,Zafar Syed,2
1880,99426,2025-12-21,Ethnic,18,Interview Scheduled,,Asad Syed,1
1881,29943,2025-12-01,War,19,Under Review,,Asad Bukhari,3
1882,146239,2025-07-13,Political,20,Approved,2025-11-07,Samina Riaz,0
1883,131876,2025-08-10,War,1,Under Review,,Tariq Lodhi,1
1884,11159,2025-04-27,Persecution,2,Appealed,2025-08-11,Bilal Paracha,1
1885,56064,2025-04-18,Ethnic,17,Approved,2025-08-12,Kamran Riaz,5
1886,84261,2025-10-04,War,3,Approved,2025-12-08,Irfan Akhtar,0
1887,73742,2025-11-02,Persecution,3,Under Review,,Lubna Mahmood,0
1888,93486,2025-07-09,Persecution,3,Under Review,,Nadia Akhtar,0
1889,137354,2025-03-09,Ethnic,18,Approved,2025-08-30,Kamran Mahmood,0
1890,63828,2025-10-22,Persecution,48,Under Review,,Rashid Mahmood,1
1891,90053,2025-04-14,Religious,17,Denied,2025-09-13,Waqas Riaz,0
1892,2613,2025-01-04,Political,3,Filed,,Irfan Bukhari,1
1893,104651,2025-11-11,Religious,42,Under Review,,Waqas Bukhari,3
1894,91925,2025-08-01,Persecution,3,Appealed,2025-09-10,Nadia Sethi,1
1895,85941,2025-11-02,Political,3,Under Review,,Tahira Gondal,0
1896,18569,2025-08-19,Persecution,3,Interview Scheduled,,Lubna Mahmood,2
1897,94708,2025-10-06,Ethnic,6,Filed,,Tariq Akhtar,1
1898,100520,2025-09-02,Gender-Based,17,Under Review,,Kamran Lodhi,0
1899,81799,2025-03-10,War,3,Denied,2025-06-09,Uzma Paracha,2
1900,80687,2025-03-13,Political,3,Under Review,,Sobia Gondal,2
1901,50696,2025-04-04,War,3,Under Review,,Uzma Syed,2
1902,128619,2025-10-15,Political,16,Under Review,,Amjad Gondal,1
1903,110973,2025-06-03,Persecution,16,Denied,2025-09-17,Nadia Riaz,0
1904,48092,2025-09-26,War,3,Interview Scheduled,,Hina Sethi,0
1905,37721,2025-01-27,Persecution,2,Interview Scheduled,,Asad Paracha,3
1906,138504,2025-05-10,Political,3,Filed,,Samina Mahmood,0
1907,41203,2025-12-12,War,16,Filed,,Uzma Chaudhry,4
1908,40657,2025-07-16,Ethnic,23,Under Review,,Tahira Paracha,1
1909,138957,2025-01-08,Persecution,3,Approved,2025-05-14,Lubna Mahmood,1
1910,69957,2025-02-21,Political,3,Filed,,Waqas Syed,2
1911,112139,2025-07-06,Gender-Based,42,Under Review,,Nadia Syed,0
1912,10561,2025-12-06,War,3,Under Review,,Samina Paracha,2
1913,65370,2025-10-20,Political,3,Under Review,,Tariq Akhtar,0
1914,30398,2025-06-03,Persecution,6,Denied,2025-11-08,Amjad Syed,3
1915,65694,2025-10-10,Ethnic,18,Filed,,Bilal Riaz,3
1916,141066,2025-12-18,War,19,Under Review,,Zafar Syed,0
1917,69910,2025-02-01,Persecution,19,Approved,2025-04-21,Hina Riaz,0
1918,14518,2025-02-27,Ethnic,22,Denied,2025-06-01,Shazia Sethi,1
1919,34773,2025-06-07,War,3,Withdrawn,2025-09-09,Shazia Chaudhry,1
1920,70590,2025-05-20,Ethnic,23,Approved,2025-06-30,Kamran Chaudhry,5
1921,6052,2025-05-01,Persecution,16,Approved,2025-09-04,Naveed Bukhari,0
1922,49709,2025-01-07,Political,3,Appealed,2025-06-01,Kamran Bukhari,5
1923,120791,2025-01-11,Ethnic,18,Appealed,2025-06-02,Samina Bukhari,0
1924,47383,2025-09-10,Political,2,Interview Scheduled,,Fahad Gondal,0
1925,19600,2025-08-02,Ethnic,17,Approved,2025-12-02,Waqas Paracha,0
1926,50955,2025-10-16,Gender-Based,19,Under Review,,Samina Mahmood,0
1927,87703,2025-03-20,War,3,Approved,2025-09-13,Hina Sethi,0
1928,13557,2025-01-10,Religious,17,Appealed,2025-04-22,Kamran Mahmood,1
1929,36378,2025-04-25,Political,6,Approved,2025-07-06,Asad Akhtar,5
1930,1269,2025-01-04,Ethnic,3,Under Review,,Lubna Sethi,1
1931,29902,2025-01-12,War,3,Approved,2025-04-28,Tariq Syed,1
1932,105352,2025-07-04,War,18,Filed,,Hina Sethi,1
1933,50457,2025-12-10,War,16,Under Review,,Sobia Chaudhry,0
1934,20608,2025-07-24,Political,16,Under Review,,Uzma Riaz,0
1935,133124,2025-10-07,Ethnic,23,Filed,,Irfan Sethi,1
1936,78479,2025-05-11,Gender-Based,18,Approved,2025-10-03,Saima Akhtar,1
1937,98434,2025-03-16,Religious,3,Withdrawn,2025-07-05,Samina Bukhari,1
1938,80679,2025-11-22,Political,11,Under Review,,Lubna Lodhi,0
1939,139019,2025-05-09,Gender-Based,18,Interview Scheduled,,Waqas Chaudhry,1
1940,147377,2025-05-18,Gender-Based,18,Filed,,Tariq Akhtar,3
1941,68248,2025-04-13,War,17,Approved,2025-09-07,Hina Akhtar,0
1942,129055,2025-04-05,Political,3,Denied,2025-09-05,Naveed Paracha,1
1943,76453,2025-09-06,War,16,Under Review,,Zafar Paracha,1
1944,13420,2025-09-05,War,3,Filed,,Zafar Bukhari,3
1945,11486,2025-02-04,Persecution,3,Under Review,,Hina Riaz,1
1946,34716,2025-03-22,War,19,Denied,2025-06-25,Sobia Sethi,2
1947,83102,2025-06-18,Persecution,3,Interview Scheduled,,Sobia Paracha,1
1948,52597,2025-05-17,War,18,Approved,2025-08-10,Irfan Riaz,0
1949,86923,2025-01-28,War,3,Under Review,,Amjad Mahmood,2
1950,20079,2025-03-02,War,3,Approved,2025-06-16,Asad Mahmood,3
1951,85244,2025-03-27,Other,3,Appealed,2025-09-21,Sobia Lodhi,0
1952,74502,2025-05-28,Ethnic,16,Appealed,2025-10-18,Tahira Gondal,0
1953,92776,2025-05-17,Ethnic,3,Denied,2025-07-18,Zafar Mahmood,5
1954,52433,2025-06-02,Persecution,16,Under Review,,Asad Gondal,1
1955,114742,2025-08-22,Political,3,Approved,2025-11-05,Nadia Syed,1
1956,40566,2025-05-09,Political,42,Appealed,2025-10-14,Fahad Bukhari,2
1957,10381,2025-02-14,Religious,19,Approved,2025-07-22,Nadia Mahmood,0
1958,69364,2025-02-23,War,16,Interview Scheduled,,Nadia Riaz,2
1959,78925,2025-05-27,Ethnic,18,Interview Scheduled,,Amjad Akhtar,2
1960,117082,2025-10-15,Persecution,3,Interview Scheduled,,Lubna Sethi,3
1961,148205,2025-07-03,Persecution,3,Denied,2025-11-15,Asad Riaz,1
1962,108312,2025-05-24,Political,16,Denied,2025-07-23,Naveed Syed,3
1963,72929,2025-02-25,Political,3,Denied,2025-05-01,Shazia Bukhari,3
1964,112644,2025-01-07,War,48,Denied,2025-02-26,Lubna Chaudhry,0
1965,117020,2025-08-10,War,42,Approved,2025-09-21,Kamran Mahmood,2
1966,129879,2025-02-08,War,3,Under Review,,Hina Riaz,1
1967,94213,2025-09-19,War,48,Denied,2025-11-18,Rashid Lodhi,1
1968,61170,2025-01-25,Political,3,Denied,2025-05-30,Asad Syed,3
1969,7164,2025-01-01,Persecution,3,Under Review,,Bilal Lodhi,0
1970,145706,2025-01-04,Persecution,3,Denied,2025-03-17,Shazia Chaudhry,2
1971,69819,2025-09-04,Ethnic,3,Denied,2025-10-09,Bilal Bukhari,0
1972,17948,2025-08-19,Ethnic,1,Interview Scheduled,,Asad Chaudhry,3
1973,70831,2025-05-03,Persecution,16,Denied,2025-08-22,Irfan Gondal,1
1974,57793,2025-04-13,Political,3,Denied,2025-10-05,Asad Akhtar,2
1975,104962,2025-10-12,Political,3,Under Review,,Uzma Bukhari,0
1976,135276,2025-11-22,Political,3,Under Review,,Kamran Chaudhry,5
1977,121051,2025-05-13,Political,16,Denied,2025-06-26,Tariq Gondal,0
1978,59799,2025-11-28,War,19,Under Review,,Uzma Sethi,0
1979,133735,2025-10-09,Religious,3,Under Review,,Waqas Paracha,0
1980,78168,2025-04-23,Persecution,3,Interview Scheduled,,Asad Bukhari,0
1981,42669,2025-04-10,Ethnic,22,Filed,,Shazia Sethi,3
1982,7047,2025-04-21,Political,16,Approved,2025-06-16,Kamran Syed,0
1983,25200,2025-06-28,Political,19,Under Review,,Naveed Riaz,1
1984,56475,2025-12-15,Ethnic,3,Under Review,,Naveed Akhtar,0
1985,2261,2025-11-25,War,3,Under Review,,Uzma Riaz,0
1986,11604,2025-05-12,Political,3,Filed,,Kamran Lodhi,5
1987,20346,2025-03-26,War,3,Approved,2025-08-17,Bilal Lodhi,2
1988,36699,2025-03-08,Political,3,Under Review,,Asad Mahmood,1
1989,97489,2025-04-20,Religious,41,Approved,2025-05-23,Amjad Mahmood,3
1990,49421,2025-03-13,Persecution,6,Denied,2025-07-16,Saima Mahmood,3
1991,78080,2025-09-03,War,16,Appealed,2025-12-24,Fahad Chaudhry,4
1992,59676,2025-02-08,Religious,19,Denied,2025-05-30,Asad Akhtar,1
1993,22185,2025-07-08,War,3,Filed,,Saima Akhtar,4
1994,78449,2025-08-18,Political,3,Denied,2025-12-03,Sobia Syed,0
1995,9632,2025-10-15,Persecution,19,Under Review,,Tariq Sethi,1
1996,100249,2025-05-11,Ethnic,17,Approved,2025-10-14,Zafar Paracha,1
1997,122766,2025-01-28,War,17,Under Review,,Lubna Syed,0
1998,24021,2025-07-16,War,18,Filed,,Nadia Lodhi,2
1999,74047,2025-07-09,Ethnic,48,Under Review,,Naveed Akhtar,2
2000,24347,2025-10-08,War,19,Filed,,Naveed Syed,1
2001,34220,2025-03-07,Gender-Based,1,Appealed,2025-05-18,Shazia Paracha,4
2002,75635,2025-11-08,Religious,3,Under Review,,Tahira Sethi,0
2003,39033,2025-02-22,War,3,Approved,2025-07-11,Zafar Syed,4
2004,87931,2025-11-04,Religious,3,Under Review,,Hina Sethi,4
2005,85061,2025-01-25,Other,19,Approved,2025-03-08,Samina Chaudhry,3
2006,132526,2025-11-12,Persecution,3,Approved,2025-12-27,Lubna Riaz,1
2007,30817,2025-05-14,War,19,Denied,2025-07-17,Nadia Gondal,1
2008,120197,2025-10-08,War,16,Under Review,,Asad Akhtar,0
2009,35389,2025-06-27,War,3,Under Review,,Naveed Chaudhry,0
2010,42251,2025-05-12,War,3,Denied,2025-07-16,Asad Bukhari,0
2011,48942,2025-02-18,War,3,Approved,2025-07-22,Waqas Chaudhry,1
2012,37229,2025-04-18,Political,1,Under Review,,Naveed Mahmood,1
