detention_id,traveler_id,facility_name,facility_country_id,intake_date,release_date,reason,removal_order_id,status
1612,135639,Torkham Border Detention Facility,1,2025-02-13,2025-02-27,Pending deportation,6584,Deported
1613,94865,Chaman Border Detention Facility,1,2025-06-24,2025-09-22,Criminal investigation,,Deported
1614,31802,Torkham Border Detention Facility,1,2025-09-07,2025-09-10,Awaiting removal order,12072,Released
1615,18513,Torkham Border Detention Facility,1,2025-09-14,2025-10-14,Pending deportation,14836,Deported
1616,58431,Torkham Border Detention Facility,1,2025-02-09,2025-03-11,Pending deportation,7021,Deported
1617,130946,"Immigration Holding Facility, Islamabad Airport",1,2025-02-05,,Security screening,9076,Active
1618,109367,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-11-06,,Awaiting removal order,,Active
1619,45352,"FIA Detention Centre, Karachi",1,2025-03-15,,Pending deportation,9540,Active
1620,52621,"Balochistan Repatriation Centre, Quetta",1,2025-02-02,2025-02-16,Pending deportation,13311,Released
1621,88589,"Foreigners Registration Centre, Peshawar",1,2025-10-13,2025-11-12,Pending deportation,6552,Deported
1622,115212,"FIA Detention Centre, Karachi",1,2025-01-05,2025-01-12,Asylum processing,,Transferred
1623,117166,"Balochistan Repatriation Centre, Quetta",1,2025-07-08,2025-07-15,Security screening,,Deported
1624,121223,"Foreigners Registration Centre, Peshawar",1,2025-03-21,2025-04-04,Pending deportation,559,Released
1625,85657,"Transit Holding Centre, Quetta",1,2025-02-27,2025-04-28,Security screening,10273,Released
1626,133046,Chaman Border Detention Facility,1,2025-03-11,2025-03-18,Awaiting removal order,5044,Released
1627,66235,"Immigration Holding Facility, Jinnah Airport",1,2025-09-09,2025-09-16,Awaiting removal order,5558,Transferred
1628,136228,"Immigration Holding Facility, Jinnah Airport",1,2025-09-26,2025-10-10,Pending deportation,10394,Deported
1629,146658,"FIA Detention Centre, Karachi",1,2025-05-06,2025-05-09,Pending deportation,13428,Deported
1630,6906,"UNHCR Transit Centre, Peshawar",1,2025-08-01,2025-08-02,Trafficking investigation,,Transferred
1631,148433,"Immigration Holding Facility, Jinnah Airport",1,2025-11-28,2025-11-29,Awaiting removal order,14797,Deported
1632,16212,"UNHCR Transit Centre, Peshawar",1,2025-01-20,2025-02-03,Pending deportation,3700,Deported
1633,75435,"Balochistan Repatriation Centre, Quetta",1,2025-10-02,2025-11-01,Pending deportation,6577,Deported
1634,144335,"Foreigners Registration Centre, Peshawar",1,2025-10-12,,Security screening,13488,Active
1635,96334,"FIA Detention Centre, Lahore",1,2025-11-05,2025-11-12,Security screening,7502,Transferred
1636,56146,"Immigration Holding Facility, Islamabad Airport",1,2025-10-25,,Awaiting removal order,5284,Active
1637,58744,"FIA Detention Centre, Islamabad",1,2025-05-17,2025-05-20,Awaiting removal order,10118,Deported
1638,61225,"FIA Detention Centre, Islamabad",1,2025-01-25,2025-03-26,Pending deportation,1260,Transferred
1639,17965,"FIA Detention Centre, Lahore",1,2025-04-15,,Unauthorized entry,,Active
1640,11623,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-07-12,2025-09-10,Pending deportation,9814,Released
1641,94809,"FIA Detention Centre, Lahore",1,2025-07-03,2025-07-06,Security screening,3703,Deported
1642,142838,"Foreigners Registration Centre, Peshawar",1,2025-01-02,2025-01-09,Security screening,12569,Released
1643,41232,"FIA Detention Centre, Islamabad",1,2025-03-06,2025-03-09,Border apprehension,,Released
1644,3150,"Immigration Holding Facility, Islamabad Airport",1,2025-12-20,,Pending deportation,4015,Active
1645,102421,Torkham Border Detention Facility,1,2025-06-20,2025-06-27,Unauthorized entry,,Released
1646,138277,"UNHCR Transit Centre, Peshawar",1,2025-10-05,2025-10-12,Border apprehension,,Deported
1647,39234,"Transit Holding Centre, Quetta",1,2025-03-04,2025-03-07,Border apprehension,,Deported
1648,74774,Chaman Border Detention Facility,1,2025-10-06,2025-11-05,Asylum processing,,Deported
1649,8359,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-02-10,2025-02-13,Security screening,14735,Transferred
1650,50748,"UNHCR Transit Centre, Peshawar",1,2025-05-01,2025-05-31,Security screening,8389,Transferred
1651,80886,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-03-09,2025-04-08,Trafficking investigation,,Released
1652,5630,Torkham Border Detention Facility,1,2025-03-13,2025-03-14,Awaiting removal order,10346,Transferred
1653,13191,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-01-01,2025-03-02,Awaiting removal order,359,Transferred
1654,59232,Torkham Border Detention Facility,1,2025-04-20,2025-05-20,Unauthorized entry,,Deported
1655,95711,"FIA Detention Centre, Islamabad",1,2025-06-16,2025-07-16,Identity verification,,Deported
1656,142062,"FIA Detention Centre, Karachi",1,2025-11-19,,Awaiting removal order,6266,Active
1657,135552,"Immigration Holding Facility, Jinnah Airport",1,2025-02-23,2025-04-24,Pending deportation,12934,Deported
1658,7921,Chaman Border Detention Facility,1,2025-02-21,2025-03-23,Pending deportation,8782,Deported
1659,53664,Chaman Border Detention Facility,1,2025-12-08,2025-12-15,Border apprehension,,Deported
1660,127545,Chaman Border Detention Facility,1,2025-05-05,2025-06-04,Pending deportation,7003,Transferred
1661,117104,"Immigration Holding Facility, Islamabad Airport",1,2025-04-13,2025-04-27,Identity verification,,Deported
1662,7084,"FIA Detention Centre, Lahore",1,2025-05-02,2025-06-01,Unauthorized entry,,Released
1663,70945,"FIA Detention Centre, Karachi",1,2025-07-07,2025-07-08,Pending deportation,5864,Deported
1664,97948,Torkham Border Detention Facility,1,2025-05-08,2025-05-22,Awaiting removal order,1494,Released
1665,112662,Torkham Border Detention Facility,1,2025-10-20,2025-10-21,Pending deportation,10201,Released
1666,76470,"FIA Detention Centre, Karachi",1,2025-02-26,2025-03-05,Security screening,12823,Deported
1667,57419,"Transit Holding Centre, Quetta",1,2025-04-25,2025-05-25,Security screening,9752,Released
1668,15071,"Foreigners Registration Centre, Peshawar",1,2025-02-28,2025-03-07,Awaiting removal order,5471,Deported
1669,16813,"Balochistan Repatriation Centre, Quetta",1,2025-10-04,2025-11-03,Security screening,7765,Transferred
1670,4549,Torkham Border Detention Facility,1,2025-01-23,2025-01-24,Awaiting removal order,7121,Deported
1671,12613,Chaman Border Detention Facility,1,2025-02-14,2025-03-16,Border apprehension,,Transferred
1672,14406,"FIA Detention Centre, Karachi",1,2025-04-14,2025-04-21,Pending deportation,9886,Released
1673,37213,"Foreigners Registration Centre, Peshawar",1,2025-11-14,2025-11-21,Awaiting removal order,2171,Released
1674,112376,"FIA Detention Centre, Karachi",1,2025-03-08,2025-04-07,Pending deportation,14598,Transferred
1675,85198,Torkham Border Detention Facility,1,2025-11-10,2025-11-24,Identity verification,,Released
1676,94238,Torkham Border Detention Facility,1,2025-06-10,,Awaiting removal order,890,Active
1677,135852,"Transit Holding Centre, Quetta",1,2025-07-25,2025-07-28,Awaiting removal order,2850,Deported
1678,82661,Chaman Border Detention Facility,1,2025-07-21,,Security screening,919,Active
1679,114515,"FIA Detention Centre, Lahore",1,2025-01-26,2025-01-29,Trafficking investigation,,Released
1680,30093,Chaman Border Detention Facility,1,2025-03-22,2025-03-25,Border apprehension,,Released
1681,127544,"Foreigners Registration Centre, Peshawar",1,2025-05-26,2025-05-29,Awaiting removal order,5644,Deported
1682,86434,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-08-02,2025-08-05,Security screening,6076,Released
1683,51024,Chaman Border Detention Facility,1,2025-08-14,2025-08-28,Pending deportation,2904,Released
1684,147689,Torkham Border Detention Facility,1,2025-11-08,2025-11-11,Awaiting removal order,1336,Deported
1685,89068,"FIA Detention Centre, Karachi",1,2025-08-13,,Awaiting removal order,6985,Active
1686,144951,Torkham Border Detention Facility,1,2025-01-22,2025-01-23,Security screening,13472,Released
1687,677,Torkham Border Detention Facility,1,2025-05-21,2025-05-24,Security screening,3494,Released
1688,88565,"Balochistan Repatriation Centre, Quetta",1,2025-07-04,2025-07-05,Awaiting removal order,4151,Deported
1689,116136,"FIA Detention Centre, Islamabad",1,2025-07-24,2025-07-27,Pending deportation,3342,Deported
1690,117650,"Immigration Holding Facility, Jinnah Airport",1,2025-09-23,2025-09-24,Security screening,11911,Deported
1691,101041,"FIA Detention Centre, Islamabad",1,2025-03-17,2025-03-18,Document verification,,Released
1692,39444,"UNHCR Transit Centre, Peshawar",1,2025-11-22,2025-11-29,Trafficking investigation,,Released
1693,108565,"Immigration Holding Facility, Jinnah Airport",1,2025-01-03,2025-02-02,Awaiting removal order,,Deported
1694,13495,"Balochistan Repatriation Centre, Quetta",1,2025-03-12,2025-04-11,Awaiting removal order,9084,Transferred
1695,119786,"FIA Detention Centre, Lahore",1,2025-03-01,2025-03-15,Security screening,3863,Released
1696,104559,Torkham Border Detention Facility,1,2025-02-26,2025-03-28,Asylum processing,,Deported
1697,17476,"Transit Holding Centre, Quetta",1,2025-07-25,,Trafficking investigation,,Active
1698,4557,"Immigration Holding Facility, Jinnah Airport",1,2025-03-16,2025-04-15,Pending deportation,12270,Transferred
1699,31655,"FIA Detention Centre, Lahore",1,2025-01-23,2025-01-30,Awaiting removal order,,Released
1700,144774,"Immigration Holding Facility, Jinnah Airport",1,2025-06-06,2025-06-07,Pending deportation,6030,Released
1701,144632,"FIA Detention Centre, Karachi",1,2025-05-07,2025-05-10,Pending deportation,13977,Deported
1702,42982,"FIA Detention Centre, Karachi",1,2025-09-04,2025-09-11,Security screening,10166,Transferred
1703,113910,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-11-19,,Pending deportation,6763,Active
1704,677,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-05-28,2025-06-11,Awaiting removal order,3494,Transferred
1705,71366,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-08-01,2025-08-04,Border apprehension,,Deported
1706,61130,"FIA Detention Centre, Islamabad",1,2025-07-17,2025-08-16,Pending deportation,14407,Deported
1707,87636,"Immigration Holding Facility, Islamabad Airport",1,2025-01-25,2025-02-08,Asylum processing,,Released
1708,138372,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-02-05,2025-02-06,Security screening,14607,Deported
1709,83335,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-07-21,2025-07-28,Awaiting removal order,6894,Released
1710,139429,Torkham Border Detention Facility,1,2025-02-14,,Pending deportation,5038,Active
1711,23144,"FIA Detention Centre, Karachi",1,2025-04-25,2025-05-02,Pending deportation,,Released
1712,112055,Chaman Border Detention Facility,1,2025-11-11,,Security screening,282,Active
1713,45944,"Balochistan Repatriation Centre, Quetta",1,2025-09-09,,Border apprehension,,Active
1714,63717,"UNHCR Transit Centre, Peshawar",1,2025-01-13,2025-01-14,Criminal investigation,,Deported
1715,36249,"UNHCR Transit Centre, Peshawar",1,2025-09-27,2025-11-26,Criminal investigation,,Deported
1716,105901,"FIA Detention Centre, Islamabad",1,2025-01-22,,Pending deportation,6554,Active
1717,125899,"Immigration Holding Facility, Jinnah Airport",1,2025-10-07,2025-10-10,Security screening,304,Released
1718,125756,"UNHCR Transit Centre, Peshawar",1,2025-08-22,2025-08-25,Pending deportation,7771,Deported
1719,129163,Torkham Border Detention Facility,1,2025-05-25,2025-05-28,Unauthorized entry,,Deported
1720,52869,"FIA Detention Centre, Karachi",1,2025-05-03,2025-06-02,Criminal investigation,,Deported
1721,136194,Chaman Border Detention Facility,1,2025-05-09,2025-05-12,Awaiting removal order,13469,Transferred
1722,119347,"Immigration Holding Facility, Jinnah Airport",1,2025-02-14,,Awaiting removal order,8657,Active
1723,130940,"Immigration Holding Facility, Islamabad Airport",1,2025-02-24,2025-02-25,Pending deportation,5394,Released
1724,24097,"Transit Holding Centre, Quetta",1,2025-12-02,2025-12-16,Asylum processing,,Released
1725,2088,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-06-18,2025-06-21,Trafficking investigation,,Deported
1726,113338,"Balochistan Repatriation Centre, Quetta",1,2025-07-05,,Identity verification,,Active
1727,15445,"FIA Detention Centre, Karachi",1,2025-04-15,2025-04-22,Pending deportation,2068,Deported
1728,75841,Chaman Border Detention Facility,1,2025-03-25,2025-04-08,Awaiting removal order,10818,Released
1729,146037,"FIA Detention Centre, Islamabad",1,2025-07-08,2025-07-22,Pending deportation,12683,Deported
1730,135552,"Immigration Holding Facility, Islamabad Airport",1,2025-12-19,,Pending deportation,5317,Active
1731,1732,"Balochistan Repatriation Centre, Quetta",1,2025-06-10,2025-06-11,Security screening,4974,Deported
1732,41616,Torkham Border Detention Facility,1,2025-06-08,2025-06-15,Pending deportation,9576,Deported
1733,131685,"Transit Holding Centre, Quetta",1,2025-09-25,2025-09-28,Awaiting removal order,2306,Deported
1734,33130,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-03-20,2025-04-03,Security screening,4942,Released
1735,38817,"Immigration Holding Facility, Jinnah Airport",1,2025-10-01,2025-12-30,Pending deportation,13828,Deported
1736,84025,"FIA Detention Centre, Karachi",1,2025-11-24,,Security screening,5407,Active
1737,127225,"FIA Detention Centre, Lahore",1,2025-03-16,2025-05-15,Border apprehension,,Deported
1738,139483,"FIA Detention Centre, Karachi",1,2025-03-18,2025-04-01,Awaiting removal order,,Transferred
1739,20954,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-11-09,,Pending deportation,13369,Active
1740,71272,"FIA Detention Centre, Islamabad",1,2025-03-12,2025-03-19,Security screening,8016,Released
1741,125680,"FIA Detention Centre, Islamabad",1,2025-09-10,2025-09-17,Security screening,13528,Deported
1742,43098,"FIA Detention Centre, Karachi",1,2025-01-21,,Border apprehension,,Active
1743,107944,"FIA Detention Centre, Lahore",1,2025-12-26,,Pending deportation,363,Active
1744,108316,Chaman Border Detention Facility,1,2025-10-26,,Border apprehension,,Active
1745,86056,Chaman Border Detention Facility,1,2025-02-02,,Awaiting removal order,10076,Active
1746,75728,"Balochistan Repatriation Centre, Quetta",1,2025-07-12,2025-07-19,Security screening,7590,Transferred
1747,107980,"Immigration Holding Facility, Islamabad Airport",1,2025-09-13,,Security screening,8522,Active
1748,29602,"Balochistan Repatriation Centre, Quetta",1,2025-10-15,2025-10-22,Unauthorized entry,,Deported
1749,3991,"Balochistan Repatriation Centre, Quetta",1,2025-08-04,2025-08-07,Pending deportation,3045,Deported
1750,7271,"UNHCR Transit Centre, Peshawar",1,2025-06-24,2025-06-25,Awaiting removal order,1518,Deported
1751,135814,Torkham Border Detention Facility,1,2025-04-25,2025-05-02,Awaiting removal order,7438,Released
1752,61757,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-11-02,2025-11-05,Awaiting removal order,11448,Transferred
1753,61468,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-08-22,,Awaiting removal order,13566,Active
1754,55305,"Foreigners Registration Centre, Peshawar",1,2025-04-12,2025-06-11,Border apprehension,,Released
1755,28570,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-02-16,2025-03-18,Pending deportation,9579,Released
1756,127452,"Foreigners Registration Centre, Peshawar",1,2025-01-17,2025-02-16,Pending deportation,7303,Released
1757,72525,Chaman Border Detention Facility,1,2025-06-09,2025-06-12,Security screening,2932,Transferred
1758,40601,"UNHCR Transit Centre, Peshawar",1,2025-12-04,2025-12-07,Asylum processing,,Released
1759,91223,"UNHCR Transit Centre, Peshawar",1,2025-05-01,2025-07-30,Awaiting removal order,5562,Deported
1760,42699,"Transit Holding Centre, Quetta",1,2025-09-02,,Awaiting removal order,9869,Active
1761,42982,"Transit Holding Centre, Quetta",1,2025-08-04,2025-08-11,Awaiting removal order,10166,Released
1762,13979,"Balochistan Repatriation Centre, Quetta",1,2025-11-22,2025-11-25,Security screening,2508,Released
1763,58591,Chaman Border Detention Facility,1,2025-11-13,2025-11-14,Security screening,,Deported
1764,108245,"Immigration Holding Facility, Jinnah Airport",1,2025-07-02,2025-07-16,Awaiting removal order,7915,Released
1765,51066,"Foreigners Registration Centre, Peshawar",1,2025-10-19,2025-11-02,Awaiting removal order,11794,Released
1766,55614,"FIA Detention Centre, Lahore",1,2025-08-24,2025-10-23,Awaiting removal order,2141,Released
1767,38969,"FIA Detention Centre, Lahore",1,2025-04-24,2025-05-08,Security screening,5030,Transferred
1768,73015,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-08-24,,Asylum processing,,Active
1769,100320,Chaman Border Detention Facility,1,2025-10-06,2025-12-05,Pending deportation,7818,Deported
1770,34227,Torkham Border Detention Facility,1,2025-07-27,2025-07-28,Security screening,8737,Released
1771,102056,Torkham Border Detention Facility,1,2025-04-28,2025-04-29,Security screening,13036,Deported
1772,77501,Torkham Border Detention Facility,1,2025-07-26,2025-08-02,Document verification,,Transferred
1773,149785,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-12-28,,Awaiting removal order,11446,Active
1774,32417,"FIA Detention Centre, Lahore",1,2025-07-02,2025-07-09,Identity verification,,Deported
1775,9923,"FIA Detention Centre, Lahore",1,2025-11-22,,Security screening,6461,Active
1776,9429,"Balochistan Repatriation Centre, Quetta",1,2025-03-07,2025-03-14,Trafficking investigation,,Transferred
1777,78099,Torkham Border Detention Facility,1,2025-02-09,2025-02-16,Pending deportation,14360,Deported
1778,115937,"Foreigners Registration Centre, Peshawar",1,2025-02-13,2025-02-16,Unauthorized entry,,Deported
1779,303,"Immigration Holding Facility, Jinnah Airport",1,2025-05-07,2025-06-06,Identity verification,,Released
1780,113892,"UNHCR Transit Centre, Peshawar",1,2025-03-08,2025-03-11,Awaiting removal order,3986,Released
1781,38599,"Foreigners Registration Centre, Peshawar",1,2025-02-07,2025-02-10,Awaiting removal order,7901,Released
1782,16716,Torkham Border Detention Facility,1,2025-05-24,2025-05-31,Border apprehension,,Deported
1783,10634,Chaman Border Detention Facility,1,2025-01-09,2025-02-08,Document verification,,Deported
1784,58968,"Immigration Holding Facility, Jinnah Airport",1,2025-12-12,,Border apprehension,,Active
1785,43794,"FIA Detention Centre, Karachi",1,2025-04-06,2025-04-20,Identity verification,,Deported
1786,44853,"Foreigners Registration Centre, Peshawar",1,2025-10-26,2025-10-29,Security screening,13211,Deported
1787,98513,"FIA Detention Centre, Karachi",1,2025-12-28,,Criminal investigation,,Active
1788,16501,"Transit Holding Centre, Quetta",1,2025-11-15,2025-11-29,Security screening,197,Deported
1789,50217,"Transit Holding Centre, Quetta",1,2025-03-24,2025-04-07,Border apprehension,,Deported
1790,43295,"Immigration Holding Facility, Jinnah Airport",1,2025-09-20,2025-10-04,Unauthorized entry,,Deported
1791,146560,"UNHCR Transit Centre, Peshawar",1,2025-06-26,2025-07-26,Awaiting removal order,2502,Released
1792,64594,"FIA Detention Centre, Islamabad",1,2025-12-08,2025-12-22,Pending deportation,14971,Released
1793,74859,"Immigration Holding Facility, Jinnah Airport",1,2025-12-07,,Border apprehension,,Active
1794,76919,"Transit Holding Centre, Quetta",1,2025-09-07,2025-09-10,Pending deportation,,Deported
1795,111721,"Immigration Holding Facility, Islamabad Airport",1,2025-08-08,2025-09-07,Security screening,11671,Deported
1796,2046,"Immigration Holding Facility, Islamabad Airport",1,2025-05-14,2025-05-15,Awaiting removal order,,Deported
1797,53839,"FIA Detention Centre, Islamabad",1,2025-10-09,2025-11-08,Criminal investigation,,Released
1798,103191,"Transit Holding Centre, Quetta",1,2025-09-16,2025-12-15,Criminal investigation,,Deported
1799,82667,"FIA Detention Centre, Lahore",1,2025-02-01,2025-02-04,Awaiting removal order,344,Deported
1800,61550,"Immigration Holding Facility, Jinnah Airport",1,2025-07-11,2025-07-18,Awaiting removal order,,Deported
1801,119206,Chaman Border Detention Facility,1,2025-07-20,2025-10-18,Awaiting removal order,14902,Transferred
1802,121313,"FIA Detention Centre, Islamabad",1,2025-05-22,2025-05-25,Pending deportation,,Deported
1803,73497,"Foreigners Registration Centre, Peshawar",1,2025-04-18,2025-04-21,Security screening,12798,Released
1804,124975,"Transit Holding Centre, Quetta",1,2025-05-27,2025-06-10,Awaiting removal order,,Transferred
1805,76434,"Immigration Holding Facility, Islamabad Airport",1,2025-03-18,2025-03-25,Awaiting removal order,12397,Transferred
1806,63936,"Transit Holding Centre, Quetta",1,2025-11-04,2025-12-04,Awaiting removal order,13386,Deported
1807,1770,"Foreigners Registration Centre, Peshawar",1,2025-01-28,2025-02-27,Awaiting removal order,5937,Released
1808,80615,"Foreigners Registration Centre, Peshawar",1,2025-10-23,2025-11-22,Security screening,11521,Deported
1809,60992,"Transit Holding Centre, Quetta",1,2025-12-20,2025-12-23,Pending deportation,9123,Deported
1810,141257,Torkham Border Detention Facility,1,2025-06-24,2025-06-27,Security screening,13175,Released
1811,82791,"FIA Detention Centre, Islamabad",1,2025-06-10,,Pending deportation,1904,Active
1812,66542,"Transit Holding Centre, Quetta",1,2025-06-27,2025-07-04,Awaiting removal order,10829,Released
1813,9665,"Balochistan Repatriation Centre, Quetta",1,2025-03-05,2025-03-08,Security screening,3028,Transferred
1814,113012,"UNHCR Transit Centre, Peshawar",1,2025-05-10,2025-06-09,Asylum processing,,Deported
1815,64516,"FIA Detention Centre, Islamabad",1,2025-10-19,2025-11-18,Asylum processing,,Deported
1816,136264,"FIA Detention Centre, Islamabad",1,2025-06-19,2025-06-26,Awaiting removal order,8358,Transferred
1817,8482,"FIA Detention Centre, Karachi",1,2025-12-07,2025-12-21,Awaiting removal order,,Deported
1818,38659,"Transit Holding Centre, Quetta",1,2025-04-08,2025-05-08,Pending deportation,12718,Released
1819,68660,"Immigration Holding Facility, Jinnah Airport",1,2025-11-07,2025-11-21,Pending deportation,,Deported
1820,74077,Chaman Border Detention Facility,1,2025-09-05,,Security screening,12012,Active
1821,85423,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-06-18,2025-09-16,Pending deportation,11574,Deported
1822,114564,Torkham Border Detention Facility,1,2025-08-14,2025-08-17,Pending deportation,10275,Deported
1823,64133,"Immigration Holding Facility, Jinnah Airport",1,2025-12-17,2025-12-20,Awaiting removal order,,Released
1824,48967,"FIA Detention Centre, Islamabad",1,2025-10-03,2025-10-06,Pending deportation,10119,Transferred
1825,134963,"Immigration Holding Facility, Islamabad Airport",1,2025-01-23,2025-02-22,Identity verification,,Released
1826,110249,"Immigration Holding Facility, Islamabad Airport",1,2025-07-21,,Identity verification,,Active
1827,37156,Torkham Border Detention Facility,1,2025-11-10,2025-11-17,Security screening,14017,Released
1828,51747,"FIA Detention Centre, Lahore",1,2025-11-27,2025-12-27,Security screening,1320,Released
1829,61820,Chaman Border Detention Facility,1,2025-05-01,2025-05-15,Document verification,,Released
1830,108261,"Transit Holding Centre, Quetta",1,2025-12-12,,Pending deportation,5852,Active
1831,30910,"Immigration Holding Facility, Jinnah Airport",1,2025-08-26,2025-09-02,Pending deportation,12092,Deported
1832,140293,"Immigration Holding Facility, Islamabad Airport",1,2025-07-20,2025-07-23,Security screening,9278,Deported
1833,126453,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-08-15,2025-08-29,Pending deportation,8388,Transferred
1834,78439,"FIA Detention Centre, Karachi",1,2025-07-13,2025-08-12,Security screening,12446,Transferred
1835,11755,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-06-24,2025-07-08,Trafficking investigation,,Deported
1836,139672,"Transit Holding Centre, Quetta",1,2025-02-05,2025-02-06,Awaiting removal order,8330,Released
1837,71277,"Immigration Holding Facility, Islamabad Airport",1,2025-06-24,2025-09-22,Asylum processing,,Deported
1838,35722,"FIA Detention Centre, Karachi",1,2025-03-14,2025-03-28,Security screening,10696,Released
1839,29975,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-06-23,2025-06-24,Pending deportation,7836,Transferred
1840,72402,"Balochistan Repatriation Centre, Quetta",1,2025-12-18,2025-12-21,Pending deportation,,Deported
1841,30670,"FIA Detention Centre, Lahore",1,2025-05-07,2025-07-06,Awaiting removal order,6302,Deported
1842,47140,"UNHCR Transit Centre, Peshawar",1,2025-10-24,2025-11-07,Pending deportation,,Transferred
1843,124990,Torkham Border Detention Facility,1,2025-06-02,,Awaiting removal order,1767,Active
1844,84460,"FIA Detention Centre, Lahore",1,2025-05-05,2025-05-08,Security screening,13858,Deported
1845,32985,"Foreigners Registration Centre, Peshawar",1,2025-10-17,2025-10-20,Awaiting removal order,768,Deported
1846,24559,"Balochistan Repatriation Centre, Quetta",1,2025-03-03,2025-03-17,Security screening,11969,Released
1847,110008,"Foreigners Registration Centre, Peshawar",1,2025-10-05,2025-10-12,Identity verification,,Deported
1848,28503,"FIA Detention Centre, Islamabad",1,2025-09-08,2025-09-15,Pending deportation,7045,Deported
1849,4774,"UNHCR Transit Centre, Peshawar",1,2025-09-12,2025-10-12,Pending deportation,4722,Deported
1850,8962,"FIA Detention Centre, Lahore",1,2025-10-18,2025-10-25,Awaiting removal order,6473,Released
1851,62210,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-08-23,2025-10-22,Security screening,13565,Transferred
1852,7891,"FIA Detention Centre, Islamabad",1,2025-04-13,2025-04-27,Unauthorized entry,,Released
1853,25417,Chaman Border Detention Facility,1,2025-09-14,2025-10-14,Awaiting removal order,5904,Deported
1854,66923,"UNHCR Transit Centre, Peshawar",1,2025-01-17,2025-01-20,Document verification,,Deported
1855,12254,"UNHCR Transit Centre, Peshawar",1,2025-07-22,2025-08-05,Pending deportation,376,Released
1856,3998,"Transit Holding Centre, Quetta",1,2025-01-15,2025-02-14,Criminal investigation,,Deported
1857,28248,"UNHCR Transit Centre, Peshawar",1,2025-06-22,,Criminal investigation,,Active
1858,54950,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-10-12,2025-10-15,Security screening,10731,Deported
1859,6345,Torkham Border Detention Facility,1,2025-10-26,2025-11-25,Awaiting removal order,12317,Released
1860,78643,"Immigration Holding Facility, Jinnah Airport",1,2025-06-08,2025-06-09,Identity verification,,Released
1861,34235,"Immigration Holding Facility, Jinnah Airport",1,2025-10-22,2025-11-21,Unauthorized entry,,Released
1862,75955,"FIA Detention Centre, Lahore",1,2025-06-03,2025-08-02,Pending deportation,5002,Released
1863,50014,"Foreigners Registration Centre, Peshawar",1,2025-09-20,2025-09-27,Pending deportation,,Released
1864,126867,"FIA Detention Centre, Karachi",1,2025-02-22,2025-04-23,Security screening,10792,Deported
1865,14654,"Immigration Holding Facility, Jinnah Airport",1,2025-08-01,2025-08-31,Awaiting removal order,10004,Deported
1866,101837,"FIA Detention Centre, Islamabad",1,2025-01-23,2025-03-24,Security screening,3995,Released
1867,45769,Torkham Border Detention Facility,1,2025-07-24,2025-07-31,Criminal investigation,,Deported
1868,89495,"Immigration Holding Facility, Islamabad Airport",1,2025-06-08,2025-07-08,Pending deportation,4601,Released
1869,70232,"UNHCR Transit Centre, Peshawar",1,2025-02-11,2025-04-12,Awaiting removal order,12708,Deported
1870,58720,Torkham Border Detention Facility,1,2025-11-15,2025-11-29,Security screening,13720,Deported
1871,106006,"UNHCR Transit Centre, Peshawar",1,2025-10-28,2025-10-31,Awaiting removal order,13385,Deported
1872,55448,Chaman Border Detention Facility,1,2025-01-08,,Awaiting removal order,2826,Active
1873,47837,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-01-03,2025-03-04,Pending deportation,8468,Deported
1874,119958,"FIA Detention Centre, Lahore",1,2025-08-17,2025-08-20,Trafficking investigation,,Transferred
1875,145403,Chaman Border Detention Facility,1,2025-04-27,2025-05-11,Asylum processing,,Transferred
1876,47506,"FIA Detention Centre, Lahore",1,2025-04-01,2025-05-01,Pending deportation,4824,Deported
1877,137687,Torkham Border Detention Facility,1,2025-03-22,2025-05-21,Criminal investigation,,Released
1878,56814,Chaman Border Detention Facility,1,2025-10-19,2025-10-26,Security screening,13025,Deported
1879,57290,"FIA Detention Centre, Karachi",1,2025-02-19,2025-02-26,Security screening,,Deported
1880,5568,"Foreigners Registration Centre, Peshawar",1,2025-06-10,2025-06-24,Awaiting removal order,1230,Transferred
