offload_id,traveler_id,offload_date,port_id,reason,airline,flight_number,destination_country_id,linked_alert_id,linked_ecl_id
3104,8229,2025-08-03,3,Suspicious Behavior,Kuwait Airways,KU-579,5,,
3105,89515,2025-07-24,2,Airline Refusal,Oman Air,WY-429,11,,
3106,118654,2025-10-06,3,Interpol Alert,Kuwait Airways,KU-984,35,5196,
3107,115370,2025-03-24,3,ECL Match,Turkish Airlines,TK-710,33,,2049
3108,133963,2025-07-01,1,Watchlist Hit,Saudi Airlines,SV-933,10,3074,
3109,35186,2025-12-20,2,ECL Match,Serene Air,ER-671,10,,2887
3110,35415,2025-09-21,2,Watchlist Hit,Gulf Air,GF-704,32,2712,
3111,65222,2025-08-03,3,ECL Match,Etihad Airways,EY-220,9,,2542
3112,141609,2025-06-27,1,ECL Match,Saudi Airlines,SV-797,10,,240
3113,54976,2025-12-06,3,Watchlist Hit,Oman Air,WY-157,9,513,
3114,96388,2025-09-16,8,ECL Match,Gulf Air,GF-240,5,,906
3115,95001,2025-09-28,2,Watchlist Hit,PIA,PK-944,31,2674,
3116,53105,2025-10-15,1,Incomplete Travel Docs,flyJinnah,9P-797,10,,
3117,13239,2025-01-28,1,ECL Match,Turkish Airlines,TK-307,31,,1884
3118,100896,2025-11-08,3,Incomplete Travel Docs,Qatar Airways,QR-609,31,,
3119,44781,2025-09-27,4,Invalid Documents,British Airways,BA-123,15,,
3120,99351,2025-07-25,1,ECL Match,PIA,PK-826,10,,410
3121,71175,2025-04-21,1,Watchlist Hit,Air Arabia,G9-721,13,778,
3122,7967,2025-12-05,1,Invalid Documents,Etihad Airways,EY-426,34,,
3123,122247,2025-09-23,1,ECL Match,Oman Air,WY-558,10,,2164
3124,106391,2025-02-10,3,Invalid Documents,Air Arabia,G9-352,8,,
3125,63027,2025-05-07,3,ECL Match,Saudi Airlines,SV-389,9,,161
3126,37668,2025-08-16,2,Invalid Documents,Emirates,EK-317,9,,
3127,120153,2025-09-11,3,ECL Match,Air Arabia,G9-231,9,,2094
3128,49491,2025-11-04,6,Other,Qatar Airways,QR-532,9,,
3129,28748,2025-03-14,4,Watchlist Hit,Serene Air,ER-306,31,4251,
3130,142021,2025-12-27,4,Court Order,Emirates,EK-591,10,6475,
3131,57893,2025-08-13,1,ECL Match,Saudi Airlines,SV-273,33,,2989
3132,115754,2025-10-20,3,ECL Match,Qatar Airways,QR-999,11,,501
3133,36849,2025-10-20,3,Watchlist Hit,Etihad Airways,EY-751,11,3134,
3134,141886,2025-10-12,2,ECL Match,AirBlue,PA-594,10,,355
3135,10384,2025-02-26,4,Incomplete Travel Docs,Serene Air,ER-152,31,,
3136,111201,2025-07-03,3,Suspicious Behavior,PIA,PK-218,10,,
3137,53960,2025-01-28,2,Invalid Documents,AirBlue,PA-589,7,,
3138,114978,2025-04-13,3,ECL Match,Etihad Airways,EY-474,34,,2214
3139,78426,2025-04-01,1,ECL Match,Qatar Airways,QR-736,32,,2828
3140,59273,2025-05-13,2,Incomplete Travel Docs,Oman Air,WY-804,31,,
3141,118490,2025-11-05,6,Incomplete Travel Docs,PIA,PK-532,34,,
3142,37184,2025-12-04,5,Court Order,Etihad Airways,EY-310,10,,
3143,112249,2025-04-13,1,Invalid Documents,flyJinnah,9P-274,31,,
3144,125461,2025-03-27,2,ECL Match,Qatar Airways,QR-753,8,,537
3145,13146,2025-12-15,1,Watchlist Hit,Gulf Air,GF-658,8,6232,
3146,110317,2025-04-02,3,Watchlist Hit,flyJinnah,9P-119,9,299,
3147,142334,2025-12-27,2,Court Order,Turkish Airlines,TK-139,31,,
3148,25236,2025-09-01,2,ECL Match,PIA,PK-947,12,,788
3149,142823,2025-06-16,3,Watchlist Hit,PIA,PK-741,9,4234,
3150,115546,2025-01-11,5,Incomplete Travel Docs,Etihad Airways,EY-564,9,,
3151,44332,2025-11-28,2,Interpol Alert,flyJinnah,9P-657,32,5877,
3152,34788,2025-11-19,3,ECL Match,AirBlue,PA-928,31,,1317
3153,24980,2025-04-03,1,Watchlist Hit,flyJinnah,9P-811,33,4841,
3154,147398,2025-01-09,4,Watchlist Hit,Etihad Airways,EY-928,8,5758,
3155,68784,2025-11-26,1,Watchlist Hit,Serene Air,ER-918,8,2862,
3156,95507,2025-01-26,5,Court Order,British Airways,BA-680,31,4284,
3157,99691,2025-04-28,2,Other,Serene Air,ER-531,32,,
3158,123550,2025-05-25,3,Court Order,Gulf Air,GF-488,7,,
3159,124478,2025-12-02,3,ECL Match,AirBlue,PA-569,11,,526
3160,141939,2025-08-03,3,Court Order,Qatar Airways,QR-508,31,4018,
3161,128497,2025-10-01,4,Invalid Documents,British Airways,BA-853,13,,
3162,48875,2025-10-22,1,Invalid Documents,Serene Air,ER-974,31,,
3163,131669,2025-06-21,1,Incomplete Travel Docs,flyJinnah,9P-272,7,,
3164,123779,2025-11-15,8,Watchlist Hit,Emirates,EK-638,8,2711,
3165,93206,2025-12-06,2,Interpol Alert,flydubai,FZ-686,12,3870,
3166,108880,2025-08-15,1,Incomplete Travel Docs,British Airways,BA-679,32,,
3167,83450,2025-06-05,1,Interpol Alert,flyJinnah,9P-937,34,6892,
3168,29662,2025-12-28,4,Incomplete Travel Docs,Serene Air,ER-367,32,,
3169,130247,2025-03-20,4,Watchlist Hit,Oman Air,WY-382,31,852,
3170,67836,2025-02-25,2,Court Order,Saudi Airlines,SV-558,7,,
3171,21016,2025-10-11,3,ECL Match,Emirates,EK-858,34,,2525
3172,66792,2025-03-06,5,ECL Match,PIA,PK-951,9,,968
3173,80141,2025-04-18,3,Interpol Alert,Qatar Airways,QR-967,32,,
3174,146330,2025-08-08,1,Invalid Documents,Oman Air,WY-927,7,,
3175,126840,2025-02-04,2,Court Order,PIA,PK-755,9,707,
3176,21908,2025-03-25,1,Invalid Documents,Oman Air,WY-604,9,,
3177,17924,2025-08-12,3,ECL Match,Qatar Airways,QR-351,15,,1160
3178,40977,2025-01-20,8,Watchlist Hit,Gulf Air,GF-933,35,7370,
3179,20457,2025-07-13,3,ECL Match,British Airways,BA-710,7,,1009
3180,144632,2025-10-03,1,Watchlist Hit,Oman Air,WY-264,10,4029,
3181,104024,2025-03-14,1,Interpol Alert,Turkish Airlines,TK-244,8,5386,
3182,88190,2025-02-04,6,Invalid Documents,flyJinnah,9P-593,5,,
3183,54518,2025-04-18,2,Court Order,flyJinnah,9P-593,9,,
3184,53151,2025-05-07,3,Invalid Documents,British Airways,BA-380,10,,
3185,122241,2025-06-15,1,Court Order,Emirates,EK-614,8,,
3186,103414,2025-08-20,4,ECL Match,Emirates,EK-458,33,,1077
3187,56734,2025-01-28,3,Watchlist Hit,Gulf Air,GF-151,13,2200,
3188,129406,2025-06-01,3,Interpol Alert,Kuwait Airways,KU-195,10,7486,
3189,140262,2025-12-11,1,Watchlist Hit,Turkish Airlines,TK-690,11,2662,
3190,90074,2025-03-10,2,Watchlist Hit,Turkish Airlines,TK-180,31,7735,
3191,82336,2025-06-16,3,Watchlist Hit,flydubai,FZ-395,31,6575,
3192,22791,2025-02-13,4,Invalid Documents,Kuwait Airways,KU-978,31,,
3193,108062,2025-11-02,5,Watchlist Hit,British Airways,BA-126,31,2970,
3194,121204,2025-01-22,3,Watchlist Hit,Saudi Airlines,SV-794,13,1112,
3195,76846,2025-04-10,1,ECL Match,Qatar Airways,QR-849,31,,2377
3196,64761,2025-05-25,3,Interpol Alert,Oman Air,WY-181,13,590,
3197,108885,2025-04-23,3,Court Order,Air Arabia,G9-411,15,2217,
3198,4836,2025-10-13,4,ECL Match,Etihad Airways,EY-528,9,,1795
3199,44713,2025-01-24,2,Watchlist Hit,Kuwait Airways,KU-964,34,208,
3200,22130,2025-01-12,3,ECL Match,PIA,PK-118,10,,2191
3201,126379,2025-06-11,2,Watchlist Hit,British Airways,BA-626,33,2125,
3202,68244,2025-10-21,5,ECL Match,Saudi Airlines,SV-316,10,,2581
3203,147605,2025-01-04,4,Watchlist Hit,Oman Air,WY-477,11,5618,
3204,14146,2025-09-18,3,Watchlist Hit,flyJinnah,9P-890,9,3159,
3205,131676,2025-11-14,2,Court Order,AirBlue,PA-796,35,442,
3206,55488,2025-10-09,2,Watchlist Hit,Saudi Airlines,SV-749,33,3739,
3207,116358,2025-09-18,1,ECL Match,Gulf Air,GF-796,15,,814
3208,31597,2025-09-10,4,Watchlist Hit,flydubai,FZ-513,35,4256,
3209,66781,2025-06-02,2,ECL Match,PIA,PK-347,31,,615
3210,126058,2025-03-11,1,ECL Match,Air Arabia,G9-950,34,,1293
3211,4351,2025-07-22,2,Other,Qatar Airways,QR-967,13,,
3212,134914,2025-05-13,2,Watchlist Hit,Kuwait Airways,KU-894,10,1478,
3213,130810,2025-06-18,1,Watchlist Hit,Oman Air,WY-949,10,7021,
3214,146060,2025-11-10,1,Incomplete Travel Docs,flydubai,FZ-800,7,,
3215,138722,2025-04-03,1,Interpol Alert,Oman Air,WY-875,9,,
3216,52602,2025-06-16,2,Watchlist Hit,Oman Air,WY-205,33,3411,
3217,113356,2025-02-20,1,Airline Refusal,Kuwait Airways,KU-184,12,,
3218,133680,2025-09-13,2,Interpol Alert,Qatar Airways,QR-427,10,,
3219,16133,2025-04-05,2,Incomplete Travel Docs,Gulf Air,GF-252,8,,
3220,10452,2025-07-04,8,Airline Refusal,flydubai,FZ-272,9,,
3221,142165,2025-02-03,3,Court Order,British Airways,BA-913,5,2071,
3222,6344,2025-01-10,8,Airline Refusal,Gulf Air,GF-671,9,,
3223,79865,2025-12-15,3,ECL Match,Emirates,EK-683,11,,1332
3224,88310,2025-07-08,1,Invalid Documents,Saudi Airlines,SV-622,31,,
3225,17766,2025-09-15,2,Watchlist Hit,Serene Air,ER-330,31,564,
3226,137919,2025-07-24,8,Invalid Documents,AirBlue,PA-223,9,,
3227,81770,2025-01-04,5,ECL Match,Qatar Airways,QR-475,9,,1410
3228,106941,2025-12-24,2,Watchlist Hit,AirBlue,PA-542,10,4771,
3229,101908,2025-11-01,5,Interpol Alert,Gulf Air,GF-499,9,,
3230,1947,2025-12-01,3,Watchlist Hit,Serene Air,ER-757,12,1214,
3231,115186,2025-04-27,3,ECL Match,British Airways,BA-255,9,,542
3232,49900,2025-12-28,2,Interpol Alert,Turkish Airlines,TK-815,32,6198,
3233,74962,2025-07-16,2,Watchlist Hit,Gulf Air,GF-475,31,2597,
3234,94466,2025-05-15,2,Watchlist Hit,Saudi Airlines,SV-418,8,4093,
3235,34555,2025-02-17,1,Other,Emirates,EK-497,31,,
3236,143469,2025-09-23,4,Interpol Alert,Turkish Airlines,TK-769,10,1517,
3237,1327,2025-09-05,3,ECL Match,Turkish Airlines,TK-781,9,,1379
3238,72944,2025-10-26,3,Watchlist Hit,Turkish Airlines,TK-563,34,1227,
3239,122033,2025-08-16,5,ECL Match,Gulf Air,GF-298,10,,139
3240,38290,2025-09-27,6,ECL Match,flyJinnah,9P-943,31,,2698
3241,59961,2025-11-26,6,ECL Match,Serene Air,ER-656,10,,1155
3242,147086,2025-05-11,1,Interpol Alert,Emirates,EK-706,9,,
3243,31146,2025-09-13,2,Other,PIA,PK-654,10,,
3244,89762,2025-10-26,1,Watchlist Hit,British Airways,BA-807,13,4678,
3245,95658,2025-10-18,4,Incomplete Travel Docs,flyJinnah,9P-291,9,,
3246,57146,2025-03-17,2,Court Order,British Airways,BA-298,8,,
3247,80405,2025-03-05,3,Other,Kuwait Airways,KU-725,33,,
3248,142780,2025-01-12,6,Interpol Alert,Oman Air,WY-204,10,,
3249,144003,2025-04-13,2,ECL Match,Serene Air,ER-823,10,,2715
3250,134074,2025-08-24,1,ECL Match,Kuwait Airways,KU-605,32,,368
3251,113811,2025-03-13,2,ECL Match,Etihad Airways,EY-488,10,,2313
3252,29941,2025-08-24,1,Interpol Alert,Gulf Air,GF-340,9,4443,
3253,42055,2025-11-18,1,Watchlist Hit,British Airways,BA-859,33,7237,
3254,44507,2025-12-04,8,ECL Match,flydubai,FZ-586,11,,1593
3255,26350,2025-05-04,1,Airline Refusal,British Airways,BA-163,34,,
3256,77512,2025-03-25,8,Court Order,Gulf Air,GF-922,35,1341,
3257,87634,2025-07-03,1,Watchlist Hit,British Airways,BA-850,5,1503,
3258,89751,2025-05-08,1,Incomplete Travel Docs,Turkish Airlines,TK-603,9,,
3259,3461,2025-06-12,2,Interpol Alert,Air Arabia,G9-928,9,,
3260,73929,2025-03-11,2,Court Order,Kuwait Airways,KU-688,31,,
3261,96308,2025-03-05,3,Court Order,flyJinnah,9P-780,34,695,
3262,133351,2025-11-05,3,Court Order,AirBlue,PA-409,7,3375,
3263,51560,2025-05-18,1,Airline Refusal,Kuwait Airways,KU-289,34,,
3264,74911,2025-10-06,2,Invalid Documents,Turkish Airlines,TK-662,7,,
3265,145270,2025-01-08,3,Court Order,Qatar Airways,QR-174,9,1257,
3266,10660,2025-04-21,1,ECL Match,Saudi Airlines,SV-343,9,,1828
3267,21962,2025-09-23,2,ECL Match,British Airways,BA-512,11,,1049
3268,120293,2025-08-22,2,ECL Match,Etihad Airways,EY-193,10,,1187
3269,37119,2025-09-03,2,ECL Match,Saudi Airlines,SV-386,10,,1292
3270,80347,2025-12-10,4,Suspicious Behavior,flyJinnah,9P-277,33,,
3271,2655,2025-11-17,6,ECL Match,flydubai,FZ-971,9,,1084
3272,10918,2025-11-23,2,Interpol Alert,Oman Air,WY-106,10,6331,
3273,143565,2025-09-14,3,ECL Match,Saudi Airlines,SV-895,31,,1659
3274,126332,2025-08-17,3,Watchlist Hit,British Airways,BA-608,32,1720,
3275,79692,2025-11-08,2,Incomplete Travel Docs,Air Arabia,G9-878,10,,
3276,118317,2025-06-18,2,Watchlist Hit,AirBlue,PA-811,10,6426,
3277,149780,2025-07-17,2,Interpol Alert,Saudi Airlines,SV-606,10,,
3278,31937,2025-07-27,2,Watchlist Hit,Saudi Airlines,SV-270,10,2496,
3279,90761,2025-06-17,3,ECL Match,Air Arabia,G9-119,12,,1222
3280,113923,2025-08-14,5,Incomplete Travel Docs,Air Arabia,G9-539,10,,
3281,120374,2025-08-26,5,Incomplete Travel Docs,Oman Air,WY-496,9,,
3282,37919,2025-10-01,2,Interpol Alert,flydubai,FZ-567,31,,
3283,31373,2025-10-09,2,Interpol Alert,Kuwait Airways,KU-279,10,7850,
3284,66182,2025-02-11,3,ECL Match,Oman Air,WY-604,7,,1256
3285,57742,2025-03-02,1,Watchlist Hit,AirBlue,PA-231,15,2570,
3286,2108,2025-03-24,1,Watchlist Hit,Turkish Airlines,TK-191,12,4560,
3287,27269,2025-05-28,3,Incomplete Travel Docs,Saudi Airlines,SV-756,11,,
3288,89500,2025-03-15,2,ECL Match,AirBlue,PA-449,15,,2181
3289,35529,2025-05-01,3,Watchlist Hit,AirBlue,PA-138,8,6766,
3290,133461,2025-09-23,1,ECL Match,Kuwait Airways,KU-658,5,,1551
3291,107173,2025-05-06,3,ECL Match,Etihad Airways,EY-500,9,,1797
3292,30639,2025-10-02,3,Watchlist Hit,AirBlue,PA-543,32,3088,
3293,16889,2025-01-02,3,Airline Refusal,Serene Air,ER-281,35,,
3294,96732,2025-12-09,2,Invalid Documents,Etihad Airways,EY-796,32,,
3295,131840,2025-02-07,3,Watchlist Hit,flydubai,FZ-442,10,7078,
3296,139036,2025-04-09,1,ECL Match,flyJinnah,9P-314,9,,2090
3297,60599,2025-08-14,1,ECL Match,Turkish Airlines,TK-693,10,,897
3298,106142,2025-12-02,1,Watchlist Hit,flyJinnah,9P-398,35,6688,
3299,62670,2025-09-01,3,Invalid Documents,Serene Air,ER-326,12,,
3300,1121,2025-05-13,3,ECL Match,Serene Air,ER-739,10,,1864
3301,51944,2025-10-07,3,ECL Match,Etihad Airways,EY-544,10,,2545
3302,83662,2025-12-27,6,ECL Match,Qatar Airways,QR-673,32,,371
3303,95412,2025-05-24,2,Court Order,Oman Air,WY-734,9,,
3304,27261,2025-03-28,3,Watchlist Hit,Qatar Airways,QR-544,31,4778,
3305,145210,2025-07-09,1,Watchlist Hit,flyJinnah,9P-245,8,6660,
3306,126208,2025-07-03,2,ECL Match,flyJinnah,9P-943,10,,948
3307,131149,2025-04-03,1,ECL Match,Emirates,EK-821,5,,1047
3308,44661,2025-03-14,5,Invalid Documents,British Airways,BA-790,9,,
3309,104434,2025-03-21,5,Interpol Alert,Etihad Airways,EY-371,10,,
3310,26397,2025-06-14,3,Watchlist Hit,Gulf Air,GF-793,10,7761,
3311,48961,2025-07-05,1,Airline Refusal,Gulf Air,GF-732,32,,
3312,104211,2025-02-13,2,Watchlist Hit,Serene Air,ER-871,15,5942,
3313,26411,2025-01-20,6,Interpol Alert,British Airways,BA-233,7,,
3314,92732,2025-04-01,5,Incomplete Travel Docs,Gulf Air,GF-250,31,,
3315,149978,2025-12-17,5,ECL Match,flydubai,FZ-174,10,,657
3316,44642,2025-01-20,3,Interpol Alert,AirBlue,PA-656,10,,
3317,104584,2025-11-07,3,ECL Match,AirBlue,PA-440,33,,880
3318,95147,2025-09-08,1,Invalid Documents,Air Arabia,G9-308,12,,
3319,19485,2025-06-09,4,Incomplete Travel Docs,PIA,PK-686,35,,
3320,143285,2025-12-17,3,Incomplete Travel Docs,Etihad Airways,EY-397,13,,
3321,58602,2025-07-13,5,ECL Match,Oman Air,WY-568,8,,1625
3322,99405,2025-05-21,1,Invalid Documents,Serene Air,ER-244,13,,
3323,66234,2025-05-14,2,Incomplete Travel Docs,AirBlue,PA-950,31,,
3324,59926,2025-05-08,2,Watchlist Hit,Oman Air,WY-604,34,4912,
3325,53306,2025-10-21,8,Interpol Alert,Serene Air,ER-305,12,,
3326,55257,2025-07-23,1,Court Order,Turkish Airlines,TK-109,31,,
3327,55598,2025-04-20,3,Watchlist Hit,Serene Air,ER-655,10,6401,
3328,23422,2025-09-23,5,Airline Refusal,flyJinnah,9P-166,10,,
3329,60060,2025-06-19,6,Interpol Alert,Turkish Airlines,TK-145,10,,
3330,85368,2025-06-07,1,Watchlist Hit,Saudi Airlines,SV-931,31,5062,
3331,136992,2025-03-10,2,Invalid Documents,Air Arabia,G9-908,10,,
3332,64630,2025-09-23,2,Watchlist Hit,Air Arabia,G9-985,33,7396,
3333,77807,2025-05-05,1,ECL Match,British Airways,BA-125,31,,2132
3334,58873,2025-10-27,6,Incomplete Travel Docs,PIA,PK-908,31,,
3335,89453,2025-10-17,6,Incomplete Travel Docs,Gulf Air,GF-165,10,,
3336,118353,2025-06-05,4,Incomplete Travel Docs,Air Arabia,G9-755,12,,
3337,106258,2025-11-26,3,Watchlist Hit,Gulf Air,GF-600,8,431,
3338,22696,2025-11-02,3,ECL Match,Gulf Air,GF-778,35,,528
3339,40529,2025-06-21,6,Interpol Alert,Oman Air,WY-751,10,6963,
3340,3984,2025-12-09,1,Watchlist Hit,British Airways,BA-851,8,584,
3341,14830,2025-01-08,1,ECL Match,Kuwait Airways,KU-147,13,,2993
3342,122237,2025-09-04,1,ECL Match,Turkish Airlines,TK-762,9,,2804
3343,7396,2025-02-11,1,Invalid Documents,Kuwait Airways,KU-250,7,,
3344,79885,2025-05-01,5,Incomplete Travel Docs,Kuwait Airways,KU-902,8,,
3345,84380,2025-02-15,2,Watchlist Hit,Etihad Airways,EY-617,34,1222,
3346,81746,2025-11-27,2,Invalid Documents,flydubai,FZ-315,33,,
3347,122126,2025-12-25,3,Watchlist Hit,Oman Air,WY-893,9,3457,
3348,22485,2025-09-13,1,Suspicious Behavior,Oman Air,WY-564,32,,
3349,70571,2025-11-18,1,ECL Match,Saudi Airlines,SV-726,34,,102
3350,58845,2025-07-23,3,Incomplete Travel Docs,Etihad Airways,EY-728,31,,
3351,130613,2025-02-08,5,Interpol Alert,AirBlue,PA-965,34,1989,
3352,30009,2025-05-27,3,Invalid Documents,PIA,PK-475,12,,
3353,90631,2025-11-22,5,ECL Match,Etihad Airways,EY-400,12,,315
3354,103333,2025-02-10,3,Interpol Alert,Air Arabia,G9-228,34,,
3355,112471,2025-02-15,6,Watchlist Hit,AirBlue,PA-200,10,2234,
3356,126539,2025-07-03,1,Incomplete Travel Docs,AirBlue,PA-650,15,,
3357,145928,2025-01-05,2,Interpol Alert,Kuwait Airways,KU-342,11,2250,
3358,44657,2025-01-28,1,Interpol Alert,Serene Air,ER-918,10,,
3359,149180,2025-07-26,5,Watchlist Hit,Oman Air,WY-958,5,4088,
3360,108431,2025-06-27,1,Incomplete Travel Docs,Emirates,EK-923,10,,
3361,136447,2025-12-16,2,Incomplete Travel Docs,Turkish Airlines,TK-105,31,,
3362,134451,2025-01-08,3,ECL Match,Gulf Air,GF-487,8,,877
3363,116970,2025-04-01,1,Incomplete Travel Docs,Kuwait Airways,KU-694,10,,
3364,68134,2025-04-03,1,Watchlist Hit,Air Arabia,G9-988,7,4141,
3365,95216,2025-12-28,1,ECL Match,Serene Air,ER-561,11,,2609
3366,38900,2025-04-14,1,Watchlist Hit,Saudi Airlines,SV-729,9,3713,
3367,39934,2025-01-19,6,Watchlist Hit,flydubai,FZ-308,12,1003,
3368,5445,2025-05-09,1,Incomplete Travel Docs,Gulf Air,GF-103,11,,
3369,714,2025-02-15,3,Watchlist Hit,British Airways,BA-609,10,430,
3370,17187,2025-07-23,3,Court Order,Saudi Airlines,SV-396,31,750,
3371,40661,2025-06-27,3,ECL Match,Qatar Airways,QR-250,31,,1749
3372,142567,2025-11-27,3,Suspicious Behavior,flydubai,FZ-262,7,,
3373,129752,2025-03-05,1,ECL Match,Turkish Airlines,TK-426,9,,236
3374,77278,2025-07-07,4,Watchlist Hit,Serene Air,ER-980,7,377,
3375,53862,2025-10-15,8,ECL Match,Turkish Airlines,TK-373,10,,2946
3376,69105,2025-05-11,1,Watchlist Hit,Saudi Airlines,SV-998,9,6227,
3377,98008,2025-01-11,3,Watchlist Hit,Serene Air,ER-654,12,868,
3378,18077,2025-05-18,8,ECL Match,flydubai,FZ-875,31,,1686
3379,27378,2025-10-23,3,ECL Match,PIA,PK-687,13,,14
3380,122476,2025-04-17,3,Watchlist Hit,Etihad Airways,EY-729,8,989,
3381,110724,2025-12-06,8,Court Order,Turkish Airlines,TK-364,10,,
3382,20402,2025-11-04,5,Incomplete Travel Docs,Emirates,EK-147,10,,
3383,48100,2025-03-22,1,ECL Match,British Airways,BA-870,9,,1360
3384,145352,2025-06-04,3,Incomplete Travel Docs,PIA,PK-614,10,,
3385,43978,2025-05-19,1,ECL Match,Saudi Airlines,SV-394,9,,597
3386,127892,2025-07-02,2,Incomplete Travel Docs,flydubai,FZ-873,10,,
3387,90168,2025-03-22,3,Watchlist Hit,Kuwait Airways,KU-896,31,3272,
3388,66818,2025-12-25,4,Incomplete Travel Docs,Etihad Airways,EY-772,31,,
3389,105804,2025-07-17,3,Invalid Documents,Kuwait Airways,KU-681,8,,
3390,32627,2025-06-07,1,ECL Match,Gulf Air,GF-425,10,,835
3391,121674,2025-06-13,1,Airline Refusal,Saudi Airlines,SV-690,32,,
3392,149624,2025-02-11,2,ECL Match,Kuwait Airways,KU-493,31,,2487
3393,80410,2025-03-14,3,Incomplete Travel Docs,British Airways,BA-727,5,,
3394,19890,2025-11-12,1,Incomplete Travel Docs,British Airways,BA-964,11,,
3395,107354,2025-11-25,3,Watchlist Hit,Etihad Airways,EY-823,9,708,
3396,27061,2025-03-23,2,ECL Match,Air Arabia,G9-602,11,,821
3397,58805,2025-04-08,1,Suspicious Behavior,Kuwait Airways,KU-169,12,,
3398,149598,2025-02-05,2,Interpol Alert,Qatar Airways,QR-151,34,3700,
3399,76920,2025-09-26,4,ECL Match,PIA,PK-180,31,,764
3400,110156,2025-02-17,4,Court Order,Turkish Airlines,TK-981,10,,
3401,125849,2025-12-20,2,ECL Match,flyJinnah,9P-727,13,,1073
3402,86413,2025-08-19,3,Suspicious Behavior,flydubai,FZ-707,32,,
3403,38550,2025-03-07,8,ECL Match,Saudi Airlines,SV-584,10,,710
3404,132968,2025-08-26,3,ECL Match,Gulf Air,GF-197,31,,873
3405,149052,2025-05-04,2,Incomplete Travel Docs,Serene Air,ER-828,31,,
3406,70372,2025-02-04,2,ECL Match,Air Arabia,G9-168,33,,2438
3407,130960,2025-05-15,8,Court Order,PIA,PK-925,32,,
3408,86974,2025-06-09,3,Interpol Alert,flyJinnah,9P-716,31,4824,
3409,42156,2025-12-25,2,Incomplete Travel Docs,Kuwait Airways,KU-202,12,,
3410,93393,2025-05-19,6,Interpol Alert,flyJinnah,9P-684,9,,
3411,28247,2025-02-23,6,ECL Match,Etihad Airways,EY-249,7,,2504
3412,63384,2025-09-10,2,ECL Match,Gulf Air,GF-476,10,,754
3413,83769,2025-10-26,2,Watchlist Hit,Emirates,EK-768,10,7871,
3414,57654,2025-02-18,3,ECL Match,British Airways,BA-866,15,,987
3415,34529,2025-03-14,6,ECL Match,Air Arabia,G9-784,8,,442
3416,38238,2025-05-02,3,Watchlist Hit,Emirates,EK-795,32,1068,
3417,107067,2025-12-09,3,ECL Match,Etihad Airways,EY-893,10,,2476
3418,84637,2025-12-28,2,ECL Match,Air Arabia,G9-820,31,,1837
3419,98342,2025-04-01,4,ECL Match,PIA,PK-299,13,,1032
3420,104904,2025-05-19,1,Court Order,Gulf Air,GF-928,11,3317,
3421,43411,2025-01-17,6,Incomplete Travel Docs,AirBlue,PA-527,7,,
3422,115435,2025-06-20,3,Airline Refusal,PIA,PK-779,10,,
3423,131256,2025-02-25,1,ECL Match,AirBlue,PA-712,9,,1537
3424,100562,2025-02-17,1,Invalid Documents,flyJinnah,9P-115,32,,
3425,118918,2025-08-27,2,Incomplete Travel Docs,Oman Air,WY-454,9,,
3426,26896,2025-08-22,2,Incomplete Travel Docs,Etihad Airways,EY-877,9,,
3427,45537,2025-12-14,1,Invalid Documents,Air Arabia,G9-663,10,,
3428,144347,2025-02-25,6,Airline Refusal,flydubai,FZ-455,31,,
3429,111477,2025-04-11,3,ECL Match,Saudi Airlines,SV-712,33,,138
3430,125184,2025-12-16,4,Incomplete Travel Docs,Qatar Airways,QR-117,9,,
3431,38492,2025-10-12,8,ECL Match,Turkish Airlines,TK-121,13,,1634
3432,53242,2025-01-01,1,ECL Match,Qatar Airways,QR-835,31,,2082
3433,99951,2025-10-09,2,Watchlist Hit,Air Arabia,G9-135,35,6439,
3434,80261,2025-03-24,3,Watchlist Hit,Gulf Air,GF-698,9,4550,
3435,6281,2025-04-18,1,Watchlist Hit,Serene Air,ER-588,7,6948,
3436,127253,2025-08-14,5,Invalid Documents,PIA,PK-970,11,,
3437,99103,2025-07-14,1,ECL Match,flydubai,FZ-337,9,,308
3438,24759,2025-02-16,3,Incomplete Travel Docs,flyJinnah,9P-633,32,,
3439,137943,2025-07-13,1,Interpol Alert,AirBlue,PA-242,10,3999,
3440,144094,2025-04-24,6,ECL Match,Emirates,EK-926,11,,2629
3441,60943,2025-01-27,2,Interpol Alert,Kuwait Airways,KU-834,8,2586,
3442,144186,2025-07-08,1,ECL Match,AirBlue,PA-632,31,,2659
3443,90068,2025-10-17,3,ECL Match,Gulf Air,GF-521,31,,1892
3444,140982,2025-05-05,3,Watchlist Hit,flydubai,FZ-257,10,5142,
3445,99031,2025-12-12,5,Invalid Documents,Kuwait Airways,KU-774,10,,
3446,54455,2025-06-19,8,Airline Refusal,Air Arabia,G9-137,12,,
3447,103692,2025-02-02,4,Invalid Documents,flyJinnah,9P-103,32,,
3448,70147,2025-05-11,3,Court Order,Air Arabia,G9-808,10,,
3449,113030,2025-01-23,3,ECL Match,British Airways,BA-820,15,,412
3450,66334,2025-07-01,1,Watchlist Hit,flydubai,FZ-680,35,7689,
3451,63326,2025-11-16,1,ECL Match,AirBlue,PA-301,8,,2421
3452,43506,2025-08-20,5,Watchlist Hit,Oman Air,WY-697,10,325,
3453,9595,2025-05-27,1,Incomplete Travel Docs,PIA,PK-843,10,,
